medication_id,ndc_code,drug_name,generic_name,dosage_form,strength,manufacturer
44,95635-636-44,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
45,86139-650-45,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
46,26249-180-46,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
47,16867-988-47,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
48,20636-950-48,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
49,71337-251-49,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
50,92816-698-50,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
51,18845-971-51,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
52,89929-587-52,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
53,45995-517-53,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
54,11833-657-54,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
55,29827-135-55,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
56,55819-137-56,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
57,98859-121-57,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
58,23545-977-58,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
59,95189-503-59,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
60,95607-266-60,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
61,65228-226-61,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
62,62683-154-62,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
63,72313-713-63,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
64,95319-718-64,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
65,80621-759-65,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
66,99140-237-66,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
67,76407-710-67,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
68,17815-382-68,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
69,30547-442-69,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
70,10832-822-70,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
71,57642-554-71,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
72,23622-513-72,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
73,40070-562-73,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
74,67021-301-74,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
75,83393-704-75,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
76,15734-766-76,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
77,34243-429-77,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
78,52616-230-78,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
79,79752-997-79,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
80,97770-847-80,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
81,19151-638-81,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
82,32904-514-82,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
83,51521-600-83,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
84,81396-526-84,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
85,32231-106-85,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
86,56645-136-86,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
87,68579-278-87,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
88,39457-755-88,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
89,18719-964-89,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
90,28199-837-90,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
91,65283-672-91,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
92,59668-131-92,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
93,29123-890-93,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
94,85181-676-94,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
95,31342-332-95,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
96,22858-512-96,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
97,11698-553-97,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
98,66676-406-98,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
99,15232-784-99,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
100,33724-155-00,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
101,20160-857-01,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
102,13691-576-02,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
103,36349-821-03,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
104,10895-271-04,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
105,75408-374-05,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
106,66621-329-06,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
107,84558-987-07,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
108,13066-817-08,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
109,77654-868-09,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
110,24151-373-10,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
111,97928-713-11,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
112,64927-420-12,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
113,40236-423-13,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
114,43876-347-14,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
115,41122-912-15,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
116,42944-251-16,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
117,93737-184-17,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
118,66572-247-18,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
119,99574-486-19,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
120,70818-125-20,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
121,25651-677-21,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
122,22186-106-22,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
123,17499-417-23,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
124,90350-306-24,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
125,95765-310-25,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
126,48796-948-26,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
127,73923-965-27,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
128,37896-153-28,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
129,21644-767-29,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
130,37008-183-30,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
131,12668-413-31,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
132,40121-628-32,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
133,62794-269-33,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
134,10825-429-34,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
135,76470-423-35,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
136,21988-707-36,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
137,59079-336-37,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
138,57491-872-38,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
139,44444-564-39,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
140,23101-728-40,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
141,46416-587-41,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
142,32831-870-42,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
143,66752-476-43,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
144,10257-156-44,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
145,25274-149-45,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
146,24078-843-46,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
147,88308-426-47,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
148,66348-279-48,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
149,31453-901-49,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
150,90630-887-50,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
151,79431-146-51,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
152,72069-120-52,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
153,46259-154-53,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
154,87458-687-54,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
155,77219-572-55,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
156,83317-707-56,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
157,52893-179-57,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
158,11151-210-58,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
159,80203-353-59,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
160,12097-787-60,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
161,61360-219-61,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
162,38119-343-62,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
163,97017-270-63,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
164,98353-481-64,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
165,34674-495-65,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
166,46927-630-66,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
167,55712-590-67,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
168,40664-212-68,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
169,17881-178-69,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
170,72797-479-70,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
171,39160-600-71,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
172,67757-656-72,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
173,79181-348-73,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
174,25546-420-74,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
175,22394-401-75,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
176,87146-360-76,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
177,46298-564-77,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
178,97420-562-78,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
179,91145-963-79,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
180,27050-939-80,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
181,28110-102-81,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
182,11150-204-82,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
183,76516-216-83,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
184,18979-492-84,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
185,93131-547-85,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
186,55505-662-86,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
187,14946-846-87,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
188,37273-987-88,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
189,16614-239-89,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
190,71614-650-90,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
191,80908-875-91,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
192,62136-786-92,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
193,22087-806-93,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
194,89137-393-94,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
195,39132-738-95,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
196,97980-617-96,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
197,26179-165-97,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
198,77887-401-98,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
199,93583-691-99,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
200,38554-372-00,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
201,76391-222-01,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
202,57889-998-02,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
203,73205-677-03,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
204,69008-772-04,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
205,24272-867-05,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
206,30789-105-06,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
207,92579-386-07,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
208,43198-987-08,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
209,20155-673-09,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
210,39932-843-10,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
211,24969-684-11,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
212,86522-757-12,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
213,38859-145-13,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
214,51766-141-14,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
215,51239-387-15,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
216,53987-241-16,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
217,81432-317-17,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
218,13842-163-18,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
219,67891-194-19,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
220,31180-346-20,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
221,72115-413-21,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
222,91794-553-22,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
223,21472-218-23,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
224,88660-827-24,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
225,63896-452-25,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
226,15176-706-26,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
227,56268-885-27,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
228,69318-893-28,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
229,34932-877-29,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
230,68439-509-30,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
231,28779-623-31,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
232,50944-390-32,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
233,62689-172-33,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
234,18506-469-34,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
235,69203-256-35,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
236,94657-928-36,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
237,35594-990-37,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
238,45923-733-38,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
239,23023-279-39,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
240,17097-772-40,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
241,86261-908-41,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
242,11813-551-42,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
243,81597-895-43,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
244,23797-606-44,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
245,70820-717-45,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
246,71168-313-46,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
247,36923-134-47,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
248,87476-377-48,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
249,99867-719-49,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
250,40306-412-50,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
251,93172-322-51,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
252,78545-884-52,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
253,36386-294-53,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
254,89169-917-54,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
255,63046-616-55,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
256,70214-202-56,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
257,38362-629-57,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
258,24140-276-58,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
259,34043-856-59,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
260,76478-444-60,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
261,81754-327-61,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
262,26158-855-62,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
263,29886-222-63,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
264,39507-408-64,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
265,55082-801-65,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
266,21319-652-66,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
267,56411-320-67,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
268,28409-791-68,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
269,86932-624-69,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
270,82288-196-70,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
271,72558-115-71,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
272,69435-492-72,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
273,33393-893-73,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
274,13213-128-74,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
275,46555-792-75,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
276,68462-771-76,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
277,14455-120-77,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
278,67270-884-78,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
279,43643-811-79,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
280,53800-346-80,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
281,93233-311-81,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
282,44618-915-82,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
283,62882-991-83,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
284,37816-804-84,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
285,42948-923-85,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
286,72497-617-86,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
287,11165-964-87,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
288,76661-494-88,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
289,82154-718-89,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
290,76103-953-90,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
291,69201-917-91,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
292,16169-123-92,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
293,39138-176-93,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
294,46799-405-94,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
295,93513-972-95,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
296,60176-827-96,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
297,21315-678-97,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
298,18776-402-98,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
299,52150-797-99,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
300,77742-421-00,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
301,47548-967-01,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
302,40195-814-02,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
303,23520-888-03,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
304,80196-302-04,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
305,99138-169-05,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
306,35049-595-06,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
307,53646-209-07,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
308,80682-520-08,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
309,50884-450-09,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
310,98990-313-10,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
311,80582-656-11,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
312,86025-856-12,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
313,62621-159-13,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
314,83173-495-14,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
315,58828-125-15,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
316,38707-578-16,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
317,69085-654-17,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
318,87837-676-18,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
319,81264-225-19,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
320,96488-875-20,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
321,74634-985-21,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
