product_id,sku,product_name,category,subcategory,brand,unit_cost,unit_price,is_active
23,SKU-ELE-000023,Aura Audio & Headphones Model-024,Electronics,Audio & Headphones,Aura,53.12,117.42,1
24,SKU-APP-000024,Velocity Sportswear Model-025,Apparel,Sportswear,Velocity,40.06,73.58,1
25,SKU-BEA-000025,Velocity Cosmetics Model-026,Beauty & Care,Cosmetics,Velocity,131.34,216.49,1
26,SKU-ELE-000026,Horizon Smart Home Model-027,Electronics,Smart Home,Horizon,146.26,347.05,1
27,SKU-HOM-000027,Horizon Decor Model-028,Home & Kitchen,Decor,Horizon,371.7,662.49,1
28,SKU-SPO-000028,Zenith Cycling Model-029,Sports & Outdoors,Cycling,Zenith,118.99,295.62,1
29,SKU-HOM-000029,Velocity Decor Model-030,Home & Kitchen,Decor,Velocity,98.32,161.92,1
30,SKU-TOY-000030,Aura Action Figures Model-031,Toys & Games,Action Figures,Aura,31,56.12,1
31,SKU-ELE-000031,Summit Smartphones Model-032,Electronics,Smartphones,Summit,322.2,745.14,1
32,SKU-AUT-000032,Summit Oils & Fluids Model-033,Automotive,Oils & Fluids,Summit,51.28,81.42,1
33,SKU-APP-000033,Titan Footwear Model-034,Apparel,Footwear,Titan,422.67,739.39,1
34,SKU-APP-000034,Summit Outerwear Model-035,Apparel,Outerwear,Summit,332.91,592.74,1
35,SKU-HOM-000035,Vortex Decor Model-036,Home & Kitchen,Decor,Vortex,417.2,1026.54,1
36,SKU-AUT-000036,Sol Car Care Model-037,Automotive,Car Care,Sol,335.45,689.7,1
37,SKU-TOY-000037,Nova Puzzles Model-038,Toys & Games,Puzzles,Nova,209.45,426.01,0
38,SKU-GRO-000038,Prism Condiments Model-039,Grocery & Pantry,Condiments,Prism,427.32,916.7,1
39,SKU-GRO-000039,Prism Snacks Model-040,Grocery & Pantry,Snacks,Prism,146.33,236.29,0
40,SKU-AUT-000040,Prism Interior Accessories Model-041,Automotive,Interior Accessories,Prism,224.22,413.48,1
41,SKU-ELE-000041,Lumina Accessories Model-042,Electronics,Accessories,Lumina,101.3,190.66,1
42,SKU-APP-000042,Sol Sportswear Model-043,Apparel,Sportswear,Sol,115.82,226.2,1
43,SKU-BEA-000043,Summit Fragrances Model-044,Beauty & Care,Fragrances,Summit,27.51,61.22,1
44,SKU-APP-000044,Sol Men's Clothing Model-045,Apparel,Men's Clothing,Sol,9.89,22.56,0
45,SKU-TOY-000045,Titan Board Games Model-046,Toys & Games,Board Games,Titan,184.65,390.32,1
46,SKU-BEA-000046,Prism Skincare Model-047,Beauty & Care,Skincare,Prism,123.4,188.2,1
47,SKU-SPO-000047,Vortex Fitness Gear Model-048,Sports & Outdoors,Fitness Gear,Vortex,385.07,864.68,1
48,SKU-AUT-000048,Horizon Tools & Equipment Model-049,Automotive,Tools & Equipment,Horizon,384.76,869.82,1
49,SKU-HOM-000049,Vortex Bedding Model-050,Home & Kitchen,Bedding,Vortex,83.54,178.41,1
50,SKU-GRO-000050,Prism Condiments Model-051,Grocery & Pantry,Condiments,Prism,82.52,194.45,1
51,SKU-APP-000051,Velocity Sportswear Model-052,Apparel,Sportswear,Velocity,195.52,418.61,1
52,SKU-HOM-000052,Aura Bedding Model-053,Home & Kitchen,Bedding,Aura,123.9,309.28,1
53,SKU-AUT-000053,Vortex Interior Accessories Model-054,Automotive,Interior Accessories,Vortex,315.14,403.81,1
54,SKU-BEA-000054,Apex Skincare Model-055,Beauty & Care,Skincare,Apex,296.81,452.76,1
55,SKU-HOM-000055,Aura Bedding Model-056,Home & Kitchen,Bedding,Aura,23.99,39.03,1
56,SKU-ELE-000056,Prism Wearables Model-057,Electronics,Wearables,Prism,223.31,498.68,1
57,SKU-GRO-000057,Apex Breakfast Model-058,Grocery & Pantry,Breakfast,Apex,24.72,38.95,1
58,SKU-BEA-000058,Lumina Haircare Model-059,Beauty & Care,Haircare,Lumina,424.88,767,1
59,SKU-GRO-000059,Sol Condiments Model-060,Grocery & Pantry,Condiments,Sol,221.09,489.15,1
60,SKU-TOY-000060,Apex Board Games Model-061,Toys & Games,Board Games,Apex,180.7,302.33,1
61,SKU-APP-000061,Zenith Accessories Model-062,Apparel,Accessories,Zenith,386.85,966.59,1
62,SKU-ELE-000062,Sol Smart Home Model-063,Electronics,Smart Home,Sol,304.9,626.24,1
63,SKU-HOM-000063,Summit Decor Model-064,Home & Kitchen,Decor,Summit,19.42,30.35,1
64,SKU-SPO-000064,Pulse Water Sports Model-065,Sports & Outdoors,Water Sports,Pulse,43.21,73.14,1
65,SKU-ELE-000065,Vortex Smartphones Model-066,Electronics,Smartphones,Vortex,302.09,718.03,1
66,SKU-APP-000066,Matrix Accessories Model-067,Apparel,Accessories,Matrix,81.9,127.93,1
67,SKU-SPO-000067,Summit Camping & Hiking Model-068,Sports & Outdoors,Camping & Hiking,Summit,408.25,638.58,1
68,SKU-TOY-000068,Echo Action Figures Model-069,Toys & Games,Action Figures,Echo,361.65,566.9,1
69,SKU-TOY-000069,Aura Puzzles Model-070,Toys & Games,Puzzles,Aura,201.52,268.38,1
70,SKU-BEA-000070,Echo Cosmetics Model-071,Beauty & Care,Cosmetics,Echo,297.59,609.43,1
71,SKU-HOM-000071,Aura Cookware Model-072,Home & Kitchen,Cookware,Aura,418.35,941.54,1
72,SKU-APP-000072,Pulse Sportswear Model-073,Apparel,Sportswear,Pulse,347.52,577.19,1
73,SKU-ELE-000073,Sol Wearables Model-074,Electronics,Wearables,Sol,35.46,78.44,1
74,SKU-TOY-000074,Apex Outdoor Toys Model-075,Toys & Games,Outdoor Toys,Apex,204.11,462.12,1
75,SKU-GRO-000075,Prism Condiments Model-076,Grocery & Pantry,Condiments,Prism,228.16,507.35,1
76,SKU-AUT-000076,Matrix Tools & Equipment Model-077,Automotive,Tools & Equipment,Matrix,280.36,606.32,1
77,SKU-APP-000077,Pulse Sportswear Model-078,Apparel,Sportswear,Pulse,305.35,552.61,1
78,SKU-ELE-000078,Zenith Wearables Model-079,Electronics,Wearables,Zenith,389.21,961.99,1
79,SKU-AUT-000079,Pulse Car Care Model-080,Automotive,Car Care,Pulse,236.65,473.36,1
80,SKU-TOY-000080,Nova Educational Toys Model-081,Toys & Games,Educational Toys,Nova,295.66,468.41,1
81,SKU-ELE-000081,Echo Laptops Model-082,Electronics,Laptops,Echo,127.34,260.85,1
82,SKU-HOM-000082,Titan Small Appliances Model-083,Home & Kitchen,Small Appliances,Titan,118.43,166.47,1
83,SKU-APP-000083,Summit Outerwear Model-084,Apparel,Outerwear,Summit,80.83,150.17,1
84,SKU-GRO-000084,Matrix Snacks Model-085,Grocery & Pantry,Snacks,Matrix,188.48,397.04,1
85,SKU-ELE-000085,Nova Laptops Model-086,Electronics,Laptops,Nova,233.2,564.86,1
86,SKU-BEA-000086,Velocity Personal Care Model-087,Beauty & Care,Personal Care,Velocity,337.79,713.49,1
87,SKU-ELE-000087,Echo Accessories Model-088,Electronics,Accessories,Echo,241.59,473.43,1
88,SKU-ELE-000088,Titan Laptops Model-089,Electronics,Laptops,Titan,154.93,272.62,1
89,SKU-HOM-000089,Horizon Small Appliances Model-090,Home & Kitchen,Small Appliances,Horizon,107.32,201.47,1
90,SKU-TOY-000090,Summit Educational Toys Model-091,Toys & Games,Educational Toys,Summit,306.74,437.53,1
91,SKU-GRO-000091,Titan Condiments Model-092,Grocery & Pantry,Condiments,Titan,100.81,207.6,0
92,SKU-APP-000092,Apex Sportswear Model-093,Apparel,Sportswear,Apex,84.8,178.91,1
93,SKU-TOY-000093,Apex Board Games Model-094,Toys & Games,Board Games,Apex,312.95,577.29,1
94,SKU-SPO-000094,Aura Team Sports Model-095,Sports & Outdoors,Team Sports,Aura,390.36,717.23,1
95,SKU-APP-000095,Titan Women's Clothing Model-096,Apparel,Women's Clothing,Titan,41.08,97.39,1
96,SKU-BEA-000096,Zenith Haircare Model-097,Beauty & Care,Haircare,Zenith,242.33,460.18,1
97,SKU-ELE-000097,Pulse Laptops Model-098,Electronics,Laptops,Pulse,98.66,210.69,1
98,SKU-SPO-000098,Prism Fitness Gear Model-099,Sports & Outdoors,Fitness Gear,Prism,284.42,531.9,1
99,SKU-AUT-000099,Echo Interior Accessories Model-100,Automotive,Interior Accessories,Echo,401,660.45,1
100,SKU-GRO-000100,Aura Beverages Model-101,Grocery & Pantry,Beverages,Aura,300.74,423.12,1
101,SKU-APP-000101,Nova Sportswear Model-102,Apparel,Sportswear,Nova,430.96,737.17,1
102,SKU-SPO-000102,Aura Water Sports Model-103,Sports & Outdoors,Water Sports,Aura,422.84,812.55,1
103,SKU-ELE-000103,Sol Laptops Model-104,Electronics,Laptops,Sol,266.37,336.25,1
104,SKU-AUT-000104,Echo Oils & Fluids Model-105,Automotive,Oils & Fluids,Echo,390.42,931.1,1
105,SKU-SPO-000105,Horizon Camping & Hiking Model-106,Sports & Outdoors,Camping & Hiking,Horizon,234.07,376.33,1
106,SKU-SPO-000106,Titan Water Sports Model-107,Sports & Outdoors,Water Sports,Titan,274.56,483.54,1
107,SKU-APP-000107,Vortex Accessories Model-108,Apparel,Accessories,Vortex,311.39,638.07,1
108,SKU-HOM-000108,Lumina Storage Model-109,Home & Kitchen,Storage,Lumina,22.46,32.67,1
109,SKU-APP-000109,Vortex Women's Clothing Model-110,Apparel,Women's Clothing,Vortex,300.83,415.14,1
110,SKU-APP-000110,Nova Footwear Model-111,Apparel,Footwear,Nova,390.4,774.91,0
111,SKU-HOM-000111,Titan Decor Model-112,Home & Kitchen,Decor,Titan,91.98,164.98,1
112,SKU-ELE-000112,Nova Laptops Model-113,Electronics,Laptops,Nova,127.32,163.83,1
113,SKU-AUT-000113,Aura Tools & Equipment Model-114,Automotive,Tools & Equipment,Aura,445.7,633.66,1
114,SKU-AUT-000114,Matrix Tools & Equipment Model-115,Automotive,Tools & Equipment,Matrix,203.92,491.44,1
115,SKU-TOY-000115,Nova Action Figures Model-116,Toys & Games,Action Figures,Nova,134.82,234.52,1
116,SKU-SPO-000116,Horizon Cycling Model-117,Sports & Outdoors,Cycling,Horizon,303.53,444.88,1
117,SKU-ELE-000117,Lumina Smart Home Model-118,Electronics,Smart Home,Lumina,294.63,694.5,1
118,SKU-HOM-000118,Nova Decor Model-119,Home & Kitchen,Decor,Nova,234.2,301.17,1
119,SKU-SPO-000119,Lumina Cycling Model-120,Sports & Outdoors,Cycling,Lumina,56.87,102.9,1
120,SKU-AUT-000120,Matrix Interior Accessories Model-121,Automotive,Interior Accessories,Matrix,278.24,549.42,1
121,SKU-ELE-000121,Pulse Smartphones Model-122,Electronics,Smartphones,Pulse,270.92,672.57,0
122,SKU-AUT-000122,Horizon Interior Accessories Model-123,Automotive,Interior Accessories,Horizon,86.05,175.13,0
123,SKU-GRO-000123,Vortex Snacks Model-124,Grocery & Pantry,Snacks,Vortex,343.04,501.33,1
124,SKU-BEA-000124,Sol Cosmetics Model-125,Beauty & Care,Cosmetics,Sol,304.8,717.97,1
125,SKU-APP-000125,Matrix Outerwear Model-126,Apparel,Outerwear,Matrix,352.83,472.34,1
126,SKU-TOY-000126,Titan Outdoor Toys Model-127,Toys & Games,Outdoor Toys,Titan,442.74,853.03,1
127,SKU-TOY-000127,Aura Board Games Model-128,Toys & Games,Board Games,Aura,282.91,562.19,1
128,SKU-AUT-000128,Titan Interior Accessories Model-129,Automotive,Interior Accessories,Titan,303.07,421.5,1
129,SKU-BEA-000129,Apex Fragrances Model-130,Beauty & Care,Fragrances,Apex,379.79,862.38,1
130,SKU-SPO-000130,Echo Camping & Hiking Model-131,Sports & Outdoors,Camping & Hiking,Echo,93.97,231.78,1
131,SKU-ELE-000131,Horizon Accessories Model-132,Electronics,Accessories,Horizon,427.69,943.25,1
132,SKU-APP-000132,Aura Sportswear Model-133,Apparel,Sportswear,Aura,364.67,469.08,1
133,SKU-HOM-000133,Lumina Cookware Model-134,Home & Kitchen,Cookware,Lumina,355.36,649.31,1
134,SKU-AUT-000134,Apex Car Care Model-135,Automotive,Car Care,Apex,58.58,125.58,1
135,SKU-APP-000135,Sol Men's Clothing Model-136,Apparel,Men's Clothing,Sol,187.47,443.66,1
136,SKU-HOM-000136,Summit Cookware Model-137,Home & Kitchen,Cookware,Summit,52.79,86.59,1
137,SKU-ELE-000137,Matrix Smart Home Model-138,Electronics,Smart Home,Matrix,275.79,620.68,1
138,SKU-ELE-000138,Prism Smart Home Model-139,Electronics,Smart Home,Prism,263.41,461.6,1
139,SKU-AUT-000139,Nova Car Care Model-140,Automotive,Car Care,Nova,150.96,300.28,1
140,SKU-BEA-000140,Sol Personal Care Model-141,Beauty & Care,Personal Care,Sol,443.5,766.21,1
141,SKU-BEA-000141,Summit Skincare Model-142,Beauty & Care,Skincare,Summit,24.96,53.02,0
142,SKU-BEA-000142,Summit Fragrances Model-143,Beauty & Care,Fragrances,Summit,134.64,326.01,1
143,SKU-GRO-000143,Sol Breakfast Model-144,Grocery & Pantry,Breakfast,Sol,360.54,753.37,1
144,SKU-HOM-000144,Aura Small Appliances Model-145,Home & Kitchen,Small Appliances,Aura,390.86,846.22,1
145,SKU-ELE-000145,Velocity Audio & Headphones Model-146,Electronics,Audio & Headphones,Velocity,30.24,58.94,1
146,SKU-SPO-000146,Nova Camping & Hiking Model-147,Sports & Outdoors,Camping & Hiking,Nova,390.53,595.58,1
147,SKU-ELE-000147,Echo Wearables Model-148,Electronics,Wearables,Echo,365.87,865.68,1
148,SKU-BEA-000148,Lumina Haircare Model-149,Beauty & Care,Haircare,Lumina,407.05,1010.55,1
149,SKU-SPO-000149,Vortex Camping & Hiking Model-150,Sports & Outdoors,Camping & Hiking,Vortex,279.93,506.52,1
150,SKU-SPO-000150,Velocity Fitness Gear Model-151,Sports & Outdoors,Fitness Gear,Velocity,261.85,486.16,1
151,SKU-BEA-000151,Titan Fragrances Model-152,Beauty & Care,Fragrances,Titan,427.19,625.64,1
152,SKU-BEA-000152,Apex Haircare Model-153,Beauty & Care,Haircare,Apex,387.33,923.66,1
153,SKU-TOY-000153,Nova Puzzles Model-154,Toys & Games,Puzzles,Nova,433.2,1062.26,1
154,SKU-AUT-000154,Velocity Tools & Equipment Model-155,Automotive,Tools & Equipment,Velocity,284.18,555.82,1
155,SKU-TOY-000155,Aura Educational Toys Model-156,Toys & Games,Educational Toys,Aura,101.47,154.54,1
156,SKU-SPO-000156,Pulse Water Sports Model-157,Sports & Outdoors,Water Sports,Pulse,141.9,198.82,1
157,SKU-AUT-000157,Titan Interior Accessories Model-158,Automotive,Interior Accessories,Titan,356.91,647.1,1
158,SKU-BEA-000158,Titan Cosmetics Model-159,Beauty & Care,Cosmetics,Titan,52.11,84.64,1
159,SKU-APP-000159,Aura Women's Clothing Model-160,Apparel,Women's Clothing,Aura,7.75,14.12,1
160,SKU-SPO-000160,Lumina Water Sports Model-161,Sports & Outdoors,Water Sports,Lumina,237.27,447.32,1
161,SKU-GRO-000161,Echo Beverages Model-162,Grocery & Pantry,Beverages,Echo,146.76,329.43,1
162,SKU-BEA-000162,Nova Skincare Model-163,Beauty & Care,Skincare,Nova,246.71,368.94,1
163,SKU-TOY-000163,Apex Educational Toys Model-164,Toys & Games,Educational Toys,Apex,186.54,239.82,1
164,SKU-AUT-000164,Nova Interior Accessories Model-165,Automotive,Interior Accessories,Nova,16.84,34.52,1
165,SKU-SPO-000165,Echo Camping & Hiking Model-166,Sports & Outdoors,Camping & Hiking,Echo,161.85,218.4,1
166,SKU-SPO-000166,Pulse Team Sports Model-167,Sports & Outdoors,Team Sports,Pulse,149.92,279.37,1
167,SKU-BEA-000167,Lumina Fragrances Model-168,Beauty & Care,Fragrances,Lumina,425.98,944.57,1
168,SKU-HOM-000168,Matrix Cookware Model-169,Home & Kitchen,Cookware,Matrix,126.16,248.31,1
169,SKU-BEA-000169,Sol Fragrances Model-170,Beauty & Care,Fragrances,Sol,218.48,495.05,1
170,SKU-TOY-000170,Summit Action Figures Model-171,Toys & Games,Action Figures,Summit,350.63,595.67,1
171,SKU-TOY-000171,Prism Board Games Model-172,Toys & Games,Board Games,Prism,300.61,378.54,1
172,SKU-BEA-000172,Apex Fragrances Model-173,Beauty & Care,Fragrances,Apex,214.07,388.28,1
173,SKU-APP-000173,Lumina Women's Clothing Model-174,Apparel,Women's Clothing,Lumina,13.86,26.85,1
174,SKU-HOM-000174,Pulse Furniture Model-175,Home & Kitchen,Furniture,Pulse,260.34,471.84,1
175,SKU-ELE-000175,Pulse Audio & Headphones Model-176,Electronics,Audio & Headphones,Pulse,442.65,1039.72,1
176,SKU-HOM-000176,Nova Bedding Model-177,Home & Kitchen,Bedding,Nova,193.25,285.73,1
177,SKU-SPO-000177,Summit Camping & Hiking Model-178,Sports & Outdoors,Camping & Hiking,Summit,219.77,346.66,1
178,SKU-ELE-000178,Titan Smart Home Model-179,Electronics,Smart Home,Titan,84.13,122.99,1
179,SKU-APP-000179,Pulse Accessories Model-180,Apparel,Accessories,Pulse,354.87,456.2,1
180,SKU-SPO-000180,Lumina Cycling Model-181,Sports & Outdoors,Cycling,Lumina,178.76,228.9,1
181,SKU-BEA-000181,Zenith Skincare Model-182,Beauty & Care,Skincare,Zenith,130.39,271.69,0
182,SKU-BEA-000182,Echo Fragrances Model-183,Beauty & Care,Fragrances,Echo,447.66,637.42,1
183,SKU-BEA-000183,Zenith Cosmetics Model-184,Beauty & Care,Cosmetics,Zenith,299.05,467.19,1
184,SKU-ELE-000184,Velocity Smart Home Model-185,Electronics,Smart Home,Velocity,297.12,742.15,1
185,SKU-ELE-000185,Echo Wearables Model-186,Electronics,Wearables,Echo,56.17,131.03,1
186,SKU-TOY-000186,Apex Outdoor Toys Model-187,Toys & Games,Outdoor Toys,Apex,196.93,259.55,1
187,SKU-BEA-000187,Sol Haircare Model-188,Beauty & Care,Haircare,Sol,58.93,137.71,1
188,SKU-SPO-000188,Aura Team Sports Model-189,Sports & Outdoors,Team Sports,Aura,327.07,807.53,1
189,SKU-SPO-000189,Nova Fitness Gear Model-190,Sports & Outdoors,Fitness Gear,Nova,152.62,370.34,1
190,SKU-AUT-000190,Apex Car Care Model-191,Automotive,Car Care,Apex,193.41,397.14,1
191,SKU-GRO-000191,Horizon Breakfast Model-192,Grocery & Pantry,Breakfast,Horizon,279.41,481.6,1
192,SKU-GRO-000192,Nova Beverages Model-193,Grocery & Pantry,Beverages,Nova,129.5,235.2,1
193,SKU-TOY-000193,Sol Puzzles Model-194,Toys & Games,Puzzles,Sol,380.11,699.09,1
194,SKU-SPO-000194,Zenith Team Sports Model-195,Sports & Outdoors,Team Sports,Zenith,327.8,750.42,1
195,SKU-HOM-000195,Titan Storage Model-196,Home & Kitchen,Storage,Titan,101.32,238.43,1
196,SKU-APP-000196,Vortex Women's Clothing Model-197,Apparel,Women's Clothing,Vortex,332.94,606.19,1
197,SKU-GRO-000197,Matrix Organic Foods Model-198,Grocery & Pantry,Organic Foods,Matrix,88.32,219.2,1
198,SKU-ELE-000198,Horizon Wearables Model-199,Electronics,Wearables,Horizon,133.77,198.97,1
199,SKU-ELE-000199,Vortex Audio & Headphones Model-200,Electronics,Audio & Headphones,Vortex,360.45,727.36,1
200,SKU-ELE-000200,Apex Smart Home Model-201,Electronics,Smart Home,Apex,282.28,556.33,1
201,SKU-ELE-000201,Velocity Laptops Model-202,Electronics,Laptops,Velocity,390.59,716.97,1
202,SKU-TOY-000202,Horizon Puzzles Model-203,Toys & Games,Puzzles,Horizon,132.67,221.68,0
203,SKU-TOY-000203,Prism Educational Toys Model-204,Toys & Games,Educational Toys,Prism,364.55,675.49,1
204,SKU-ELE-000204,Prism Wearables Model-205,Electronics,Wearables,Prism,426.12,884.86,1
205,SKU-AUT-000205,Titan Interior Accessories Model-206,Automotive,Interior Accessories,Titan,167.81,417.35,1
206,SKU-TOY-000206,Summit Puzzles Model-207,Toys & Games,Puzzles,Summit,280.52,685.69,1
207,SKU-TOY-000207,Sol Action Figures Model-208,Toys & Games,Action Figures,Sol,132.5,286.14,1
208,SKU-SPO-000208,Zenith Cycling Model-209,Sports & Outdoors,Cycling,Zenith,303.66,569.51,1
209,SKU-SPO-000209,Titan Fitness Gear Model-210,Sports & Outdoors,Fitness Gear,Titan,35.94,45.79,1
210,SKU-SPO-000210,Velocity Water Sports Model-211,Sports & Outdoors,Water Sports,Velocity,11.8,25.29,1
211,SKU-BEA-000211,Velocity Haircare Model-212,Beauty & Care,Haircare,Velocity,312.91,534.17,1
212,SKU-SPO-000212,Vortex Cycling Model-213,Sports & Outdoors,Cycling,Vortex,334.05,764.95,1
213,SKU-BEA-000213,Sol Cosmetics Model-214,Beauty & Care,Cosmetics,Sol,131.35,175.85,1
214,SKU-HOM-000214,Pulse Storage Model-215,Home & Kitchen,Storage,Pulse,377.97,500.64,1
215,SKU-SPO-000215,Nova Cycling Model-216,Sports & Outdoors,Cycling,Nova,304.5,450.44,1
216,SKU-TOY-000216,Horizon Educational Toys Model-217,Toys & Games,Educational Toys,Horizon,12.13,26.24,1
217,SKU-AUT-000217,Apex Interior Accessories Model-218,Automotive,Interior Accessories,Apex,449.02,926.5,1
218,SKU-SPO-000218,Titan Cycling Model-219,Sports & Outdoors,Cycling,Titan,32.62,72.38,1
219,SKU-TOY-000219,Vortex Educational Toys Model-220,Toys & Games,Educational Toys,Vortex,27,55.11,1
220,SKU-ELE-000220,Prism Smartphones Model-221,Electronics,Smartphones,Prism,109.36,151.99,1
221,SKU-ELE-000221,Prism Laptops Model-222,Electronics,Laptops,Prism,39.55,57.14,1
222,SKU-ELE-000222,Apex Smart Home Model-223,Electronics,Smart Home,Apex,286.18,670.51,1
223,SKU-BEA-000223,Horizon Haircare Model-224,Beauty & Care,Haircare,Horizon,229.25,506.48,1
224,SKU-HOM-000224,Vortex Decor Model-225,Home & Kitchen,Decor,Vortex,206.56,403.5,1
225,SKU-APP-000225,Summit Women's Clothing Model-226,Apparel,Women's Clothing,Summit,409.9,909.34,1
226,SKU-ELE-000226,Horizon Wearables Model-227,Electronics,Wearables,Horizon,149.58,325.33,1
227,SKU-APP-000227,Zenith Sportswear Model-228,Apparel,Sportswear,Zenith,210.95,302.64,1
228,SKU-BEA-000228,Summit Fragrances Model-229,Beauty & Care,Fragrances,Summit,179.19,340.45,1
229,SKU-TOY-000229,Vortex Outdoor Toys Model-230,Toys & Games,Outdoor Toys,Vortex,32.25,59.51,0
230,SKU-TOY-000230,Echo Outdoor Toys Model-231,Toys & Games,Outdoor Toys,Echo,318.59,686.01,1
231,SKU-SPO-000231,Velocity Water Sports Model-232,Sports & Outdoors,Water Sports,Velocity,128.1,232.95,1
232,SKU-TOY-000232,Zenith Educational Toys Model-233,Toys & Games,Educational Toys,Zenith,273.29,427.09,1
233,SKU-APP-000233,Prism Outerwear Model-234,Apparel,Outerwear,Prism,7.35,16.89,0
234,SKU-SPO-000234,Prism Fitness Gear Model-235,Sports & Outdoors,Fitness Gear,Prism,377.82,937.15,1
235,SKU-AUT-000235,Matrix Car Care Model-236,Automotive,Car Care,Matrix,73.53,175.44,1
236,SKU-ELE-000236,Summit Smartphones Model-237,Electronics,Smartphones,Summit,130.55,225.57,1
237,SKU-BEA-000237,Velocity Skincare Model-238,Beauty & Care,Skincare,Velocity,239.48,563.13,1
238,SKU-TOY-000238,Lumina Action Figures Model-239,Toys & Games,Action Figures,Lumina,222.54,330.86,1
239,SKU-HOM-000239,Echo Furniture Model-240,Home & Kitchen,Furniture,Echo,105.43,210.75,1
240,SKU-BEA-000240,Titan Haircare Model-241,Beauty & Care,Haircare,Titan,221.51,385.71,1
241,SKU-GRO-000241,Vortex Canned Goods Model-242,Grocery & Pantry,Canned Goods,Vortex,69.39,123.88,1
242,SKU-ELE-000242,Echo Wearables Model-243,Electronics,Wearables,Echo,134.97,229.57,1
243,SKU-TOY-000243,Aura Educational Toys Model-244,Toys & Games,Educational Toys,Aura,222.6,491.74,1
244,SKU-GRO-000244,Horizon Snacks Model-245,Grocery & Pantry,Snacks,Horizon,338.28,523.67,1
245,SKU-APP-000245,Zenith Outerwear Model-246,Apparel,Outerwear,Zenith,280.04,472.72,1
246,SKU-HOM-000246,Velocity Bedding Model-247,Home & Kitchen,Bedding,Velocity,197.16,403.35,1
247,SKU-AUT-000247,Lumina Car Care Model-248,Automotive,Car Care,Lumina,402.51,842.81,0
248,SKU-SPO-000248,Velocity Team Sports Model-249,Sports & Outdoors,Team Sports,Velocity,263.37,538.12,1
249,SKU-ELE-000249,Lumina Smartphones Model-250,Electronics,Smartphones,Lumina,346.8,783.1,1
250,SKU-GRO-000250,Zenith Condiments Model-251,Grocery & Pantry,Condiments,Zenith,85.33,158.15,1
251,SKU-APP-000251,Summit Accessories Model-252,Apparel,Accessories,Summit,221.8,407.58,1
252,SKU-SPO-000252,Echo Fitness Gear Model-253,Sports & Outdoors,Fitness Gear,Echo,404.67,847.05,1
253,SKU-TOY-000253,Vortex Board Games Model-254,Toys & Games,Board Games,Vortex,292,679.98,1
254,SKU-AUT-000254,Sol Tools & Equipment Model-255,Automotive,Tools & Equipment,Sol,406.84,718.76,1
255,SKU-SPO-000255,Pulse Water Sports Model-256,Sports & Outdoors,Water Sports,Pulse,122.08,301.92,1
256,SKU-TOY-000256,Matrix Action Figures Model-257,Toys & Games,Action Figures,Matrix,368.39,489.36,1
