location_id,location_name,location_type,region,city,state,postal_code,square_feet,opened_date
71,Store #0071 - Chicago,Store,Midwest,Chicago,IL,60601,114759,2021-05-07
72,Store #0072 - Las Vegas,Store,North,Las Vegas,NV,89101,30809,2022-07-29
73,Store #0073 - San Francisco,Store,West,San Francisco,CA,94101,9607,2014-04-17
74,Store #0074 - Washington,Store,East,Washington,DC,20001,12249,2022-05-11
75,Store #0075 - Omaha,Store,East,Omaha,NE,68101,5957,2014-03-20
76,Store #0076 - Jacksonville,Store,Midwest,Jacksonville,FL,32201,111317,2017-10-12
77,Store #0077 - Tucson,Store,South,Tucson,AZ,85701,5908,2022-07-28
78,Store #0078 - Philadelphia,Store,South,Philadelphia,PA,19101,114788,2013-12-21
79,Store #0079 - Albuquerque,Store,North,Albuquerque,NM,87101,31379,2014-05-31
80,Store #0080 - San Diego,Store,East,San Diego,CA,92101,87297,2015-06-19
81,Store #0081 - Austin,Store,West,Austin,TX,78701,34049,2016-03-25
82,Store #0082 - Los Angeles,Store,North,Los Angeles,CA,90001,5927,2021-04-22
83,Store #0083 - Omaha,Store,North,Omaha,NE,68101,89266,2015-12-31
84,Store #0084 - Detroit,Store,East,Detroit,MI,48201,23064,2015-05-23
85,Store #0085 - Oklahoma City,Store,Midwest,Oklahoma City,OK,73101,103686,2020-06-27
86,Store #0086 - Austin,Store,East,Austin,TX,78701,36365,2015-04-27
87,Store #0087 - San Diego,Store,East,San Diego,CA,92101,57344,2015-08-18
88,Store #0088 - Seattle,Store,North,Seattle,WA,98101,58282,2021-05-26
89,Store #0089 - Charlotte,Store,South,Charlotte,NC,28201,118357,2018-01-29
90,Store #0090 - Houston,Store,East,Houston,TX,77001,66286,2022-02-24
91,Store #0091 - Louisville,Store,North,Louisville,KY,40201,69225,2022-11-15
92,Store #0092 - Baltimore,Store,East,Baltimore,MD,21201,14009,2018-07-17
93,Store #0093 - Chicago,Store,Midwest,Chicago,IL,60601,22361,2021-04-24
94,Store #0094 - Houston,Store,Midwest,Houston,TX,77001,119363,2017-02-09
95,Store #0095 - San Diego,Store,North,San Diego,CA,92101,101725,2013-12-15
96,Store #0096 - Fort Worth,Store,North,Fort Worth,TX,76101,9610,2023-02-21
97,Store #0097 - Baltimore,Store,East,Baltimore,MD,21201,82686,2018-03-02
98,Store #0098 - Kansas City,Store,North,Kansas City,MO,64101,71756,2016-03-25
99,Store #0099 - Nashville,Store,South,Nashville,TN,37201,47412,2017-10-28
100,Store #0100 - Austin,Store,Midwest,Austin,TX,78701,66782,2023-01-12
101,Store #0101 - Baltimore,Store,East,Baltimore,MD,21201,111333,2016-08-14
102,Store #0102 - Phoenix,Store,Midwest,Phoenix,AZ,85001,25729,2017-03-22
103,Store #0103 - Albuquerque,Store,East,Albuquerque,NM,87101,59859,2022-09-26
104,Store #0104 - Louisville,Store,East,Louisville,KY,40201,90639,2022-09-25
105,Store #0105 - Raleigh,Store,Midwest,Raleigh,NC,27601,12139,2013-10-22
106,Store #0106 - Albuquerque,Store,Midwest,Albuquerque,NM,87101,108640,2016-03-22
107,Store #0107 - Tucson,Store,North,Tucson,AZ,85701,103692,2014-07-27
108,Store #0108 - Fort Worth,Store,Midwest,Fort Worth,TX,76101,42459,2021-04-21
109,Store #0109 - Indianapolis,Store,North,Indianapolis,IN,46201,53624,2018-09-30
110,Store #0110 - Las Vegas,Store,North,Las Vegas,NV,89101,20003,2021-01-07
111,Store #0111 - Los Angeles,Store,Midwest,Los Angeles,CA,90001,6793,2021-10-12
112,Store #0112 - Charlotte,Store,North,Charlotte,NC,28201,108582,2023-02-13
113,Store #0113 - Houston,Store,West,Houston,TX,77001,68807,2013-11-09
114,Store #0114 - New York,Store,East,New York,NY,10001,47975,2019-12-14
115,Store #0115 - Boston,Store,South,Boston,MA,02101,35163,2020-11-14
116,Store #0116 - Phoenix,Store,Midwest,Phoenix,AZ,85001,16016,2015-08-23
117,Store #0117 - Austin,Store,North,Austin,TX,78701,46449,2015-02-21
118,Store #0118 - Albuquerque,Store,East,Albuquerque,NM,87101,73898,2018-03-29
119,Store #0119 - Memphis,Store,South,Memphis,TN,38101,50468,2017-08-29
120,Store #0120 - Kansas City,Store,East,Kansas City,MO,64101,89118,2020-03-15
121,Store #0121 - San Francisco,Store,South,San Francisco,CA,94101,116911,2020-02-28
122,Store #0122 - Sacramento,Store,South,Sacramento,CA,95801,68842,2015-04-07
123,Store #0123 - Omaha,Store,West,Omaha,NE,68101,35750,2013-12-19
124,Store #0124 - Charlotte,Store,Midwest,Charlotte,NC,28201,21402,2017-11-22
125,Store #0125 - Phoenix,Store,West,Phoenix,AZ,85001,65701,2018-02-01
126,Store #0126 - Charlotte,Store,North,Charlotte,NC,28201,115485,2017-01-02
127,Store #0127 - Memphis,Store,Midwest,Memphis,TN,38101,27609,2014-10-05
128,Store #0128 - Tucson,Store,South,Tucson,AZ,85701,24634,2014-10-04
129,Store #0129 - Detroit,Store,East,Detroit,MI,48201,25361,2014-06-20
130,Store #0130 - Portland,Store,East,Portland,OR,97201,104303,2018-10-12
131,Store #0131 - Colorado Springs,Store,South,Colorado Springs,CO,80901,103351,2015-01-18
132,Store #0132 - Denver,Store,South,Denver,CO,80201,98994,2017-03-17
133,Store #0133 - Miami,Store,East,Miami,FL,33101,107410,2018-04-21
134,Store #0134 - Baltimore,Store,Midwest,Baltimore,MD,21201,13094,2023-03-16
135,Store #0135 - Boston,Store,South,Boston,MA,02101,48295,2015-09-30
136,Store #0136 - Tucson,Store,Midwest,Tucson,AZ,85701,34991,2020-07-28
137,Store #0137 - Fresno,Store,North,Fresno,CA,93701,40537,2017-04-29
138,Store #0138 - Jacksonville,Store,West,Jacksonville,FL,32201,101960,2015-10-14
139,Store #0139 - Portland,Store,North,Portland,OR,97201,59918,2019-08-09
140,Store #0140 - Memphis,Store,West,Memphis,TN,38101,49888,2019-11-12
141,Store #0141 - San Jose,Store,West,San Jose,CA,95101,89435,2021-08-12
142,Store #0142 - Los Angeles,Store,West,Los Angeles,CA,90001,33141,2015-12-21
143,Store #0143 - Charlotte,Store,Midwest,Charlotte,NC,28201,26012,2021-02-04
144,Store #0144 - Fresno,Store,South,Fresno,CA,93701,5920,2020-10-24
145,Store #0145 - Boston,Store,North,Boston,MA,02101,116141,2021-12-08
146,Store #0146 - Oklahoma City,Store,East,Oklahoma City,OK,73101,72218,2022-09-25
147,Store #0147 - Dallas,Store,East,Dallas,TX,75201,116667,2019-05-13
148,Store #0148 - Washington,Store,East,Washington,DC,20001,66571,2014-04-05
149,Store #0149 - Las Vegas,Store,South,Las Vegas,NV,89101,100851,2016-11-27
150,Store #0150 - Phoenix,Store,South,Phoenix,AZ,85001,74412,2018-10-19
151,Store #0151 - Nashville,Store,West,Nashville,TN,37201,35810,2018-08-07
152,Store #0152 - Portland,Store,Midwest,Portland,OR,97201,19136,2021-04-13
153,Store #0153 - San Jose,Store,North,San Jose,CA,95101,94554,2015-10-10
154,Store #0154 - Houston,Store,Midwest,Houston,TX,77001,119195,2016-12-02
155,Store #0155 - Louisville,Store,West,Louisville,KY,40201,40699,2018-12-02
156,Store #0156 - San Antonio,Store,North,San Antonio,TX,78201,94893,2022-05-17
157,Store #0157 - Indianapolis,Store,South,Indianapolis,IN,46201,75133,2018-04-20
158,Store #0158 - Los Angeles,Store,West,Los Angeles,CA,90001,40179,2020-12-25
159,Store #0159 - Detroit,Store,Midwest,Detroit,MI,48201,85133,2015-01-22
160,Store #0160 - Jacksonville,Store,North,Jacksonville,FL,32201,97911,2017-02-06
161,Store #0161 - Boston,Store,East,Boston,MA,02101,50599,2019-04-25
162,Store #0162 - Raleigh,Store,West,Raleigh,NC,27601,83479,2022-11-28
163,Store #0163 - Miami,Store,East,Miami,FL,33101,11355,2019-04-02
164,Store #0164 - Colorado Springs,Store,West,Colorado Springs,CO,80901,26667,2022-06-13
165,Store #0165 - Washington,Store,West,Washington,DC,20001,84463,2013-11-07
166,Store #0166 - Albuquerque,Store,Midwest,Albuquerque,NM,87101,5828,2015-04-29
167,Store #0167 - Oklahoma City,Store,North,Oklahoma City,OK,73101,52407,2019-06-06
168,Store #0168 - Denver,Store,South,Denver,CO,80201,17741,2015-01-20
169,Store #0169 - San Francisco,Store,East,San Francisco,CA,94101,24167,2020-06-28
170,Store #0170 - Seattle,Store,East,Seattle,WA,98101,84679,2016-04-20
171,Store #0171 - Kansas City,Store,Midwest,Kansas City,MO,64101,18145,2013-10-20
172,Store #0172 - Tucson,Store,Midwest,Tucson,AZ,85701,26392,2016-05-03
173,Store #0173 - Austin,Store,Midwest,Austin,TX,78701,112920,2019-08-21
174,Store #0174 - Detroit,Store,Midwest,Detroit,MI,48201,43399,2020-04-04
175,Store #0175 - Portland,Store,East,Portland,OR,97201,111967,2020-03-10
176,Store #0176 - San Jose,Store,West,San Jose,CA,95101,91702,2016-11-11
177,Store #0177 - San Jose,Store,North,San Jose,CA,95101,40933,2020-01-05
178,Store #0178 - Indianapolis,Store,Midwest,Indianapolis,IN,46201,20155,2015-10-04
179,Store #0179 - Detroit,Store,East,Detroit,MI,48201,71718,2019-07-11
180,Store #0180 - New York,Store,Midwest,New York,NY,10001,107706,2017-12-27
181,Store #0181 - Houston,Store,East,Houston,TX,77001,91451,2019-07-08
182,Store #0182 - Denver,Store,North,Denver,CO,80201,109970,2017-06-03
183,Store #0183 - Tucson,Store,West,Tucson,AZ,85701,118266,2020-06-06
184,Store #0184 - Denver,Store,East,Denver,CO,80201,53565,2021-12-02
185,Store #0185 - Las Vegas,Store,North,Las Vegas,NV,89101,102581,2013-10-05
186,Store #0186 - San Antonio,Store,South,San Antonio,TX,78201,85598,2017-08-04
187,Store #0187 - Philadelphia,Store,North,Philadelphia,PA,19101,53964,2015-05-01
188,Store #0188 - Oklahoma City,Store,East,Oklahoma City,OK,73101,64367,2014-08-01
189,Store #0189 - San Antonio,Store,Midwest,San Antonio,TX,78201,93629,2021-04-26
190,Store #0190 - Boston,Store,Midwest,Boston,MA,02101,59357,2022-08-18
191,Store #0191 - Denver,Store,West,Denver,CO,80201,51136,2016-05-17
192,Store #0192 - Louisville,Store,Midwest,Louisville,KY,40201,18272,2018-09-29
193,Store #0193 - Atlanta,Store,West,Atlanta,GA,30301,66860,2016-01-16
194,Store #0194 - Columbus,Store,North,Columbus,OH,43201,6275,2021-05-30
195,Store #0195 - Omaha,Store,East,Omaha,NE,68101,111731,2018-03-10
196,Store #0196 - Tucson,Store,Midwest,Tucson,AZ,85701,82472,2015-10-02
197,Store #0197 - Atlanta,Store,West,Atlanta,GA,30301,41546,2014-11-06
198,Store #0198 - Baltimore,Store,Midwest,Baltimore,MD,21201,67257,2016-07-02
199,Store #0199 - Fresno,Store,East,Fresno,CA,93701,34714,2015-06-17
200,Store #0200 - Portland,Store,Midwest,Portland,OR,97201,97136,2021-10-29
201,Store #0201 - Colorado Springs,Store,Midwest,Colorado Springs,CO,80901,64064,2018-10-17
202,Store #0202 - New York,Store,North,New York,NY,10001,8775,2019-10-11
203,Store #0203 - Washington,Store,Midwest,Washington,DC,20001,67711,2016-02-13
204,Store #0204 - Atlanta,Store,South,Atlanta,GA,30301,47989,2021-06-12
205,Store #0205 - Memphis,Store,East,Memphis,TN,38101,83138,2016-01-20
206,Store #0206 - Memphis,Store,South,Memphis,TN,38101,84112,2014-11-02
207,Store #0207 - Omaha,Store,West,Omaha,NE,68101,102067,2021-10-09
208,Store #0208 - Chicago,Store,North,Chicago,IL,60601,87493,2016-11-28
209,Store #0209 - Phoenix,Store,North,Phoenix,AZ,85001,72139,2014-06-20
210,Store #0210 - Las Vegas,Store,West,Las Vegas,NV,89101,43232,2015-09-16
211,Store #0211 - Los Angeles,Store,South,Los Angeles,CA,90001,82349,2020-06-16
212,Store #0212 - Mesa,Store,North,Mesa,AZ,85201,34564,2015-09-19
213,Store #0213 - Boston,Store,West,Boston,MA,02101,8141,2015-05-14
214,Store #0214 - San Francisco,Store,West,San Francisco,CA,94101,25532,2020-10-21
215,Store #0215 - Columbus,Store,South,Columbus,OH,43201,62750,2017-10-30
216,Store #0216 - Charlotte,Store,North,Charlotte,NC,28201,36494,2022-08-12
217,Store #0217 - Miami,Store,Midwest,Miami,FL,33101,20040,2019-02-07
218,Store #0218 - San Francisco,Store,North,San Francisco,CA,94101,37569,2023-01-18
219,Store #0219 - Austin,Store,South,Austin,TX,78701,97224,2016-06-08
220,Store #0220 - Atlanta,Store,East,Atlanta,GA,30301,66816,2014-08-26
221,Store #0221 - Austin,Store,South,Austin,TX,78701,29659,2019-07-17
222,Store #0222 - Denver,Store,East,Denver,CO,80201,111976,2019-01-03
223,Store #0223 - Washington,Store,West,Washington,DC,20001,96279,2021-05-21
224,Store #0224 - El Paso,Store,Midwest,El Paso,TX,79901,70859,2016-07-11
225,Store #0225 - Oklahoma City,Store,Midwest,Oklahoma City,OK,73101,76536,2013-09-15
226,Store #0226 - Indianapolis,Store,West,Indianapolis,IN,46201,56485,2013-12-25
227,Store #0227 - Milwaukee,Store,West,Milwaukee,WI,53201,95508,2020-12-02
228,Store #0228 - Detroit,Store,Midwest,Detroit,MI,48201,96215,2015-06-02
229,Store #0229 - Miami,Store,North,Miami,FL,33101,26737,2019-02-13
230,Store #0230 - Mesa,Store,North,Mesa,AZ,85201,101549,2021-05-03
231,Store #0231 - Detroit,Store,North,Detroit,MI,48201,13940,2016-11-21
232,Store #0232 - New York,Store,North,New York,NY,10001,79582,2016-08-11
233,Store #0233 - Portland,Store,West,Portland,OR,97201,54542,2015-04-16
234,Store #0234 - New York,Store,South,New York,NY,10001,59700,2014-10-11
235,Store #0235 - San Francisco,Store,North,San Francisco,CA,94101,98033,2017-10-09
236,Store #0236 - Los Angeles,Store,South,Los Angeles,CA,90001,67627,2017-09-22
237,Store #0237 - Las Vegas,Store,South,Las Vegas,NV,89101,93642,2017-08-09
238,Store #0238 - Portland,Store,East,Portland,OR,97201,79289,2021-09-22
239,Store #0239 - Louisville,Store,North,Louisville,KY,40201,109228,2018-02-10
240,Store #0240 - San Jose,Store,South,San Jose,CA,95101,42161,2020-06-25
241,Store #0241 - Fort Worth,Store,Midwest,Fort Worth,TX,76101,9785,2020-01-30
242,Store #0242 - Boston,Store,East,Boston,MA,02101,90916,2020-02-01
243,Store #0243 - Austin,Store,South,Austin,TX,78701,13145,2022-11-17
244,Store #0244 - Albuquerque,Store,Midwest,Albuquerque,NM,87101,105094,2020-08-12
245,Store #0245 - Baltimore,Store,North,Baltimore,MD,21201,21684,2016-03-30
246,Store #0246 - New York,Store,East,New York,NY,10001,93040,2015-09-07
247,Store #0247 - Nashville,Store,West,Nashville,TN,37201,84537,2022-09-08
248,Store #0248 - Dallas,Store,Midwest,Dallas,TX,75201,47318,2023-01-13
249,Store #0249 - San Jose,Store,North,San Jose,CA,95101,5506,2021-05-31
250,Store #0250 - Fort Worth,Store,Midwest,Fort Worth,TX,76101,10738,2016-11-30
251,Store #0251 - Baltimore,Store,Midwest,Baltimore,MD,21201,116457,2015-03-23
252,Store #0252 - Raleigh,Store,Midwest,Raleigh,NC,27601,103294,2022-07-29
253,Store #0253 - Oklahoma City,Store,East,Oklahoma City,OK,73101,107886,2020-10-13
254,Store #0254 - San Antonio,Store,West,San Antonio,TX,78201,56613,2015-05-31
255,Store #0255 - Milwaukee,Store,Midwest,Milwaukee,WI,53201,25439,2019-07-18
256,Store #0256 - Los Angeles,Store,South,Los Angeles,CA,90001,32367,2019-10-21
257,Store #0257 - Indianapolis,Store,Midwest,Indianapolis,IN,46201,85289,2021-12-05
258,Store #0258 - Houston,Store,North,Houston,TX,77001,102372,2017-10-21
259,Store #0259 - Albuquerque,Store,West,Albuquerque,NM,87101,110555,2013-12-19
260,Store #0260 - Phoenix,Store,North,Phoenix,AZ,85001,62557,2017-12-11
261,Store #0261 - Portland,Store,North,Portland,OR,97201,56448,2021-10-24
262,Store #0262 - Charlotte,Store,South,Charlotte,NC,28201,63145,2022-05-26
263,Store #0263 - Denver,Store,West,Denver,CO,80201,72913,2020-02-24
264,Store #0264 - Austin,Store,West,Austin,TX,78701,10001,2021-12-23
265,Store #0265 - Sacramento,Store,North,Sacramento,CA,95801,35544,2021-04-22
266,Store #0266 - Louisville,Store,Midwest,Louisville,KY,40201,118775,2016-09-10
267,Store #0267 - Austin,Store,West,Austin,TX,78701,19510,2019-12-10
268,Store #0268 - San Diego,Store,Midwest,San Diego,CA,92101,24995,2015-04-04
269,Store #0269 - Portland,Store,Midwest,Portland,OR,97201,81438,2022-03-03
270,Store #0270 - New York,Store,East,New York,NY,10001,18101,2013-09-26
271,Store #0271 - Memphis,Store,West,Memphis,TN,38101,7898,2020-01-17
272,Store #0272 - Los Angeles,Store,North,Los Angeles,CA,90001,26678,2015-04-21
273,Store #0273 - San Francisco,Store,South,San Francisco,CA,94101,68726,2017-01-10
274,Store #0274 - Philadelphia,Store,North,Philadelphia,PA,19101,72041,2015-06-04
275,Store #0275 - Fort Worth,Store,East,Fort Worth,TX,76101,62991,2017-04-27
276,Store #0276 - Milwaukee,Store,West,Milwaukee,WI,53201,44086,2016-07-17
277,Store #0277 - Raleigh,Store,South,Raleigh,NC,27601,34240,2014-08-09
278,Store #0278 - Oklahoma City,Store,South,Oklahoma City,OK,73101,41986,2022-11-30
279,Store #0279 - Columbus,Store,Midwest,Columbus,OH,43201,108384,2013-12-25
280,Store #0280 - Fort Worth,Store,Midwest,Fort Worth,TX,76101,39945,2018-02-09
281,Store #0281 - Jacksonville,Store,Midwest,Jacksonville,FL,32201,94892,2016-06-07
282,Store #0282 - Oklahoma City,Store,Midwest,Oklahoma City,OK,73101,32910,2016-08-07
283,Store #0283 - San Jose,Store,South,San Jose,CA,95101,57502,2018-09-20
284,Store #0284 - Omaha,Store,Midwest,Omaha,NE,68101,9815,2022-12-05
285,Store #0285 - Milwaukee,Store,East,Milwaukee,WI,53201,99717,2017-12-08
286,Store #0286 - Las Vegas,Store,South,Las Vegas,NV,89101,60229,2021-12-23
287,Store #0287 - Austin,Store,West,Austin,TX,78701,5991,2017-05-27
288,Store #0288 - New York,Store,North,New York,NY,10001,34450,2017-08-09
289,Store #0289 - San Diego,Store,South,San Diego,CA,92101,73560,2019-02-11
290,Store #0290 - Sacramento,Store,Midwest,Sacramento,CA,95801,87724,2021-10-03
291,Store #0291 - Louisville,Store,South,Louisville,KY,40201,50018,2015-06-04
292,Store #0292 - Omaha,Store,Midwest,Omaha,NE,68101,53963,2014-05-19
293,Store #0293 - Portland,Store,East,Portland,OR,97201,30837,2018-04-01
294,Store #0294 - Louisville,Store,West,Louisville,KY,40201,41887,2021-04-01
295,Store #0295 - Denver,Store,East,Denver,CO,80201,40478,2013-09-09
296,Store #0296 - Phoenix,Store,Midwest,Phoenix,AZ,85001,42937,2021-11-13
297,Store #0297 - Omaha,Store,Midwest,Omaha,NE,68101,59311,2017-04-21
298,Store #0298 - Raleigh,Store,North,Raleigh,NC,27601,113256,2023-03-15
299,Store #0299 - Houston,Store,Midwest,Houston,TX,77001,31512,2015-02-15
300,Store #0300 - Philadelphia,Store,West,Philadelphia,PA,19101,94950,2019-05-27
301,Store #0301 - Albuquerque,Store,East,Albuquerque,NM,87101,38505,2016-09-11
302,Store #0302 - Jacksonville,Store,Midwest,Jacksonville,FL,32201,49427,2021-04-14
303,Store #0303 - Columbus,Store,West,Columbus,OH,43201,36820,2016-12-14
304,Store #0304 - Fresno,Store,North,Fresno,CA,93701,59543,2014-06-15
305,Store #0305 - Nashville,Store,West,Nashville,TN,37201,57104,2021-11-27
306,Store #0306 - Seattle,Store,North,Seattle,WA,98101,27506,2015-09-17
307,Store #0307 - San Antonio,Store,South,San Antonio,TX,78201,15235,2022-12-10
308,Store #0308 - Austin,Store,West,Austin,TX,78701,58697,2020-11-23
309,Store #0309 - New York,Store,West,New York,NY,10001,78387,2023-04-07
310,Store #0310 - Las Vegas,Store,West,Las Vegas,NV,89101,109015,2020-06-16
311,Store #0311 - Raleigh,Store,South,Raleigh,NC,27601,40670,2021-01-25
312,Store #0312 - San Francisco,Store,South,San Francisco,CA,94101,87356,2014-09-07
313,Store #0313 - Memphis,Store,East,Memphis,TN,38101,5876,2021-08-26
314,Store #0314 - Jacksonville,Store,West,Jacksonville,FL,32201,101191,2017-12-05
315,Store #0315 - New York,Store,Midwest,New York,NY,10001,57181,2018-05-05
316,Store #0316 - Charlotte,Store,East,Charlotte,NC,28201,97977,2020-06-09
317,Store #0317 - Miami,Store,East,Miami,FL,33101,14381,2017-06-16
318,Store #0318 - Omaha,Store,South,Omaha,NE,68101,36800,2016-12-14
319,Store #0319 - Denver,Store,South,Denver,CO,80201,78917,2021-03-11
320,Store #0320 - San Jose,Store,East,San Jose,CA,95101,94518,2017-08-26
321,Store #0321 - Omaha,Store,North,Omaha,NE,68101,105988,2019-02-03
322,Store #0322 - Denver,Store,West,Denver,CO,80201,44346,2020-11-02
323,Store #0323 - Detroit,Store,North,Detroit,MI,48201,46681,2022-05-10
324,Store #0324 - Oklahoma City,Store,North,Oklahoma City,OK,73101,33743,2013-11-14
325,Store #0325 - San Francisco,Store,South,San Francisco,CA,94101,110575,2017-04-13
326,Store #0326 - Seattle,Store,Midwest,Seattle,WA,98101,48386,2021-05-30
327,Store #0327 - Omaha,Store,South,Omaha,NE,68101,59921,2017-06-18
328,Store #0328 - Colorado Springs,Store,West,Colorado Springs,CO,80901,72584,2014-10-22
329,Store #0329 - Colorado Springs,Store,West,Colorado Springs,CO,80901,42778,2018-03-08
330,Store #0330 - Jacksonville,Store,East,Jacksonville,FL,32201,43715,2017-08-05
331,Store #0331 - Portland,Store,East,Portland,OR,97201,53071,2023-03-23
332,Store #0332 - Seattle,Store,North,Seattle,WA,98101,109650,2021-02-01
333,Store #0333 - Detroit,Store,South,Detroit,MI,48201,44988,2016-03-06
334,Store #0334 - Boston,Store,South,Boston,MA,02101,108099,2021-05-08
