date_id,full_date,day_of_week,day_name,day_of_month,month,month_name,quarter,year,is_weekend,is_holiday
20240312,2024-03-12,2,Tuesday,12,3,March,1,2024,0,0
20240313,2024-03-13,3,Wednesday,13,3,March,1,2024,0,0
20240314,2024-03-14,4,Thursday,14,3,March,1,2024,0,0
20240315,2024-03-15,5,Friday,15,3,March,1,2024,0,0
20240316,2024-03-16,6,Saturday,16,3,March,1,2024,1,0
20240317,2024-03-17,7,Sunday,17,3,March,1,2024,1,0
20240318,2024-03-18,1,Monday,18,3,March,1,2024,0,0
20240319,2024-03-19,2,Tuesday,19,3,March,1,2024,0,0
20240320,2024-03-20,3,Wednesday,20,3,March,1,2024,0,0
20240321,2024-03-21,4,Thursday,21,3,March,1,2024,0,0
20240322,2024-03-22,5,Friday,22,3,March,1,2024,0,0
20240323,2024-03-23,6,Saturday,23,3,March,1,2024,1,0
20240324,2024-03-24,7,Sunday,24,3,March,1,2024,1,0
20240325,2024-03-25,1,Monday,25,3,March,1,2024,0,0
20240326,2024-03-26,2,Tuesday,26,3,March,1,2024,0,0
20240327,2024-03-27,3,Wednesday,27,3,March,1,2024,0,0
20240328,2024-03-28,4,Thursday,28,3,March,1,2024,0,0
20240329,2024-03-29,5,Friday,29,3,March,1,2024,0,0
20240330,2024-03-30,6,Saturday,30,3,March,1,2024,1,0
20240331,2024-03-31,7,Sunday,31,3,March,1,2024,1,0
20240401,2024-04-01,1,Monday,1,4,April,2,2024,0,0
20240402,2024-04-02,2,Tuesday,2,4,April,2,2024,0,0
20240403,2024-04-03,3,Wednesday,3,4,April,2,2024,0,0
20240404,2024-04-04,4,Thursday,4,4,April,2,2024,0,0
20240405,2024-04-05,5,Friday,5,4,April,2,2024,0,0
20240406,2024-04-06,6,Saturday,6,4,April,2,2024,1,0
20240407,2024-04-07,7,Sunday,7,4,April,2,2024,1,0
20240408,2024-04-08,1,Monday,8,4,April,2,2024,0,0
20240409,2024-04-09,2,Tuesday,9,4,April,2,2024,0,0
20240410,2024-04-10,3,Wednesday,10,4,April,2,2024,0,0
20240411,2024-04-11,4,Thursday,11,4,April,2,2024,0,0
20240412,2024-04-12,5,Friday,12,4,April,2,2024,0,0
20240413,2024-04-13,6,Saturday,13,4,April,2,2024,1,0
20240414,2024-04-14,7,Sunday,14,4,April,2,2024,1,0
20240415,2024-04-15,1,Monday,15,4,April,2,2024,0,0
20240416,2024-04-16,2,Tuesday,16,4,April,2,2024,0,0
20240417,2024-04-17,3,Wednesday,17,4,April,2,2024,0,0
20240418,2024-04-18,4,Thursday,18,4,April,2,2024,0,0
20240419,2024-04-19,5,Friday,19,4,April,2,2024,0,0
20240420,2024-04-20,6,Saturday,20,4,April,2,2024,1,0
20240421,2024-04-21,7,Sunday,21,4,April,2,2024,1,0
20240422,2024-04-22,1,Monday,22,4,April,2,2024,0,0
20240423,2024-04-23,2,Tuesday,23,4,April,2,2024,0,0
20240424,2024-04-24,3,Wednesday,24,4,April,2,2024,0,0
20240425,2024-04-25,4,Thursday,25,4,April,2,2024,0,0
20240426,2024-04-26,5,Friday,26,4,April,2,2024,0,0
20240427,2024-04-27,6,Saturday,27,4,April,2,2024,1,0
20240428,2024-04-28,7,Sunday,28,4,April,2,2024,1,0
20240429,2024-04-29,1,Monday,29,4,April,2,2024,0,0
20240430,2024-04-30,2,Tuesday,30,4,April,2,2024,0,0
20240501,2024-05-01,3,Wednesday,1,5,May,2,2024,0,0
20240502,2024-05-02,4,Thursday,2,5,May,2,2024,0,0
20240503,2024-05-03,5,Friday,3,5,May,2,2024,0,0
20240504,2024-05-04,6,Saturday,4,5,May,2,2024,1,0
20240505,2024-05-05,7,Sunday,5,5,May,2,2024,1,0
20240506,2024-05-06,1,Monday,6,5,May,2,2024,0,0
20240507,2024-05-07,2,Tuesday,7,5,May,2,2024,0,0
20240508,2024-05-08,3,Wednesday,8,5,May,2,2024,0,0
20240509,2024-05-09,4,Thursday,9,5,May,2,2024,0,0
20240510,2024-05-10,5,Friday,10,5,May,2,2024,0,0
20240511,2024-05-11,6,Saturday,11,5,May,2,2024,1,0
20240512,2024-05-12,7,Sunday,12,5,May,2,2024,1,0
20240513,2024-05-13,1,Monday,13,5,May,2,2024,0,0
20240514,2024-05-14,2,Tuesday,14,5,May,2,2024,0,0
20240515,2024-05-15,3,Wednesday,15,5,May,2,2024,0,0
20240516,2024-05-16,4,Thursday,16,5,May,2,2024,0,0
20240517,2024-05-17,5,Friday,17,5,May,2,2024,0,0
20240518,2024-05-18,6,Saturday,18,5,May,2,2024,1,0
20240519,2024-05-19,7,Sunday,19,5,May,2,2024,1,0
20240520,2024-05-20,1,Monday,20,5,May,2,2024,0,0
20240521,2024-05-21,2,Tuesday,21,5,May,2,2024,0,0
20240522,2024-05-22,3,Wednesday,22,5,May,2,2024,0,0
20240523,2024-05-23,4,Thursday,23,5,May,2,2024,0,0
20240524,2024-05-24,5,Friday,24,5,May,2,2024,0,0
20240525,2024-05-25,6,Saturday,25,5,May,2,2024,1,0
20240526,2024-05-26,7,Sunday,26,5,May,2,2024,1,0
20240527,2024-05-27,1,Monday,27,5,May,2,2024,0,0
20240528,2024-05-28,2,Tuesday,28,5,May,2,2024,0,0
20240529,2024-05-29,3,Wednesday,29,5,May,2,2024,0,0
20240530,2024-05-30,4,Thursday,30,5,May,2,2024,0,0
20240531,2024-05-31,5,Friday,31,5,May,2,2024,0,0
20240601,2024-06-01,6,Saturday,1,6,June,2,2024,1,0
20240602,2024-06-02,7,Sunday,2,6,June,2,2024,1,0
20240603,2024-06-03,1,Monday,3,6,June,2,2024,0,0
20240604,2024-06-04,2,Tuesday,4,6,June,2,2024,0,0
20240605,2024-06-05,3,Wednesday,5,6,June,2,2024,0,0
20240606,2024-06-06,4,Thursday,6,6,June,2,2024,0,0
20240607,2024-06-07,5,Friday,7,6,June,2,2024,0,0
20240608,2024-06-08,6,Saturday,8,6,June,2,2024,1,0
20240609,2024-06-09,7,Sunday,9,6,June,2,2024,1,0
20240610,2024-06-10,1,Monday,10,6,June,2,2024,0,0
20240611,2024-06-11,2,Tuesday,11,6,June,2,2024,0,0
20240612,2024-06-12,3,Wednesday,12,6,June,2,2024,0,0
20240613,2024-06-13,4,Thursday,13,6,June,2,2024,0,0
20240614,2024-06-14,5,Friday,14,6,June,2,2024,0,0
20240615,2024-06-15,6,Saturday,15,6,June,2,2024,1,0
20240616,2024-06-16,7,Sunday,16,6,June,2,2024,1,0
20240617,2024-06-17,1,Monday,17,6,June,2,2024,0,0
20240618,2024-06-18,2,Tuesday,18,6,June,2,2024,0,0
20240619,2024-06-19,3,Wednesday,19,6,June,2,2024,0,0
20240620,2024-06-20,4,Thursday,20,6,June,2,2024,0,0
20240621,2024-06-21,5,Friday,21,6,June,2,2024,0,0
20240622,2024-06-22,6,Saturday,22,6,June,2,2024,1,0
20240623,2024-06-23,7,Sunday,23,6,June,2,2024,1,0
20240624,2024-06-24,1,Monday,24,6,June,2,2024,0,0
20240625,2024-06-25,2,Tuesday,25,6,June,2,2024,0,0
20240626,2024-06-26,3,Wednesday,26,6,June,2,2024,0,0
20240627,2024-06-27,4,Thursday,27,6,June,2,2024,0,0
20240628,2024-06-28,5,Friday,28,6,June,2,2024,0,0
20240629,2024-06-29,6,Saturday,29,6,June,2,2024,1,0
20240630,2024-06-30,7,Sunday,30,6,June,2,2024,1,0
20240701,2024-07-01,1,Monday,1,7,July,3,2024,0,0
20240702,2024-07-02,2,Tuesday,2,7,July,3,2024,0,0
20240703,2024-07-03,3,Wednesday,3,7,July,3,2024,0,0
20240704,2024-07-04,4,Thursday,4,7,July,3,2024,0,1
20240705,2024-07-05,5,Friday,5,7,July,3,2024,0,0
20240706,2024-07-06,6,Saturday,6,7,July,3,2024,1,0
20240707,2024-07-07,7,Sunday,7,7,July,3,2024,1,0
20240708,2024-07-08,1,Monday,8,7,July,3,2024,0,0
20240709,2024-07-09,2,Tuesday,9,7,July,3,2024,0,0
20240710,2024-07-10,3,Wednesday,10,7,July,3,2024,0,0
20240711,2024-07-11,4,Thursday,11,7,July,3,2024,0,0
20240712,2024-07-12,5,Friday,12,7,July,3,2024,0,0
20240713,2024-07-13,6,Saturday,13,7,July,3,2024,1,0
20240714,2024-07-14,7,Sunday,14,7,July,3,2024,1,0
20240715,2024-07-15,1,Monday,15,7,July,3,2024,0,0
20240716,2024-07-16,2,Tuesday,16,7,July,3,2024,0,0
20240717,2024-07-17,3,Wednesday,17,7,July,3,2024,0,0
20240718,2024-07-18,4,Thursday,18,7,July,3,2024,0,0
20240719,2024-07-19,5,Friday,19,7,July,3,2024,0,0
20240720,2024-07-20,6,Saturday,20,7,July,3,2024,1,0
20240721,2024-07-21,7,Sunday,21,7,July,3,2024,1,0
20240722,2024-07-22,1,Monday,22,7,July,3,2024,0,0
20240723,2024-07-23,2,Tuesday,23,7,July,3,2024,0,0
20240724,2024-07-24,3,Wednesday,24,7,July,3,2024,0,0
20240725,2024-07-25,4,Thursday,25,7,July,3,2024,0,0
20240726,2024-07-26,5,Friday,26,7,July,3,2024,0,0
20240727,2024-07-27,6,Saturday,27,7,July,3,2024,1,0
20240728,2024-07-28,7,Sunday,28,7,July,3,2024,1,0
20240729,2024-07-29,1,Monday,29,7,July,3,2024,0,0
20240730,2024-07-30,2,Tuesday,30,7,July,3,2024,0,0
20240731,2024-07-31,3,Wednesday,31,7,July,3,2024,0,0
20240801,2024-08-01,4,Thursday,1,8,August,3,2024,0,0
20240802,2024-08-02,5,Friday,2,8,August,3,2024,0,0
20240803,2024-08-03,6,Saturday,3,8,August,3,2024,1,0
20240804,2024-08-04,7,Sunday,4,8,August,3,2024,1,0
20240805,2024-08-05,1,Monday,5,8,August,3,2024,0,0
20240806,2024-08-06,2,Tuesday,6,8,August,3,2024,0,0
20240807,2024-08-07,3,Wednesday,7,8,August,3,2024,0,0
20240808,2024-08-08,4,Thursday,8,8,August,3,2024,0,0
20240809,2024-08-09,5,Friday,9,8,August,3,2024,0,0
20240810,2024-08-10,6,Saturday,10,8,August,3,2024,1,0
20240811,2024-08-11,7,Sunday,11,8,August,3,2024,1,0
20240812,2024-08-12,1,Monday,12,8,August,3,2024,0,0
20240813,2024-08-13,2,Tuesday,13,8,August,3,2024,0,0
20240814,2024-08-14,3,Wednesday,14,8,August,3,2024,0,0
20240815,2024-08-15,4,Thursday,15,8,August,3,2024,0,0
20240816,2024-08-16,5,Friday,16,8,August,3,2024,0,0
20240817,2024-08-17,6,Saturday,17,8,August,3,2024,1,0
20240818,2024-08-18,7,Sunday,18,8,August,3,2024,1,0
20240819,2024-08-19,1,Monday,19,8,August,3,2024,0,0
20240820,2024-08-20,2,Tuesday,20,8,August,3,2024,0,0
20240821,2024-08-21,3,Wednesday,21,8,August,3,2024,0,0
20240822,2024-08-22,4,Thursday,22,8,August,3,2024,0,0
20240823,2024-08-23,5,Friday,23,8,August,3,2024,0,0
20240824,2024-08-24,6,Saturday,24,8,August,3,2024,1,0
20240825,2024-08-25,7,Sunday,25,8,August,3,2024,1,0
20240826,2024-08-26,1,Monday,26,8,August,3,2024,0,0
20240827,2024-08-27,2,Tuesday,27,8,August,3,2024,0,0
20240828,2024-08-28,3,Wednesday,28,8,August,3,2024,0,0
20240829,2024-08-29,4,Thursday,29,8,August,3,2024,0,0
20240830,2024-08-30,5,Friday,30,8,August,3,2024,0,0
20240831,2024-08-31,6,Saturday,31,8,August,3,2024,1,0
20240901,2024-09-01,7,Sunday,1,9,September,3,2024,1,0
20240902,2024-09-02,1,Monday,2,9,September,3,2024,0,0
20240903,2024-09-03,2,Tuesday,3,9,September,3,2024,0,0
20240904,2024-09-04,3,Wednesday,4,9,September,3,2024,0,0
20240905,2024-09-05,4,Thursday,5,9,September,3,2024,0,0
20240906,2024-09-06,5,Friday,6,9,September,3,2024,0,0
20240907,2024-09-07,6,Saturday,7,9,September,3,2024,1,0
20240908,2024-09-08,7,Sunday,8,9,September,3,2024,1,0
20240909,2024-09-09,1,Monday,9,9,September,3,2024,0,0
20240910,2024-09-10,2,Tuesday,10,9,September,3,2024,0,0
20240911,2024-09-11,3,Wednesday,11,9,September,3,2024,0,0
20240912,2024-09-12,4,Thursday,12,9,September,3,2024,0,0
20240913,2024-09-13,5,Friday,13,9,September,3,2024,0,0
20240914,2024-09-14,6,Saturday,14,9,September,3,2024,1,0
20240915,2024-09-15,7,Sunday,15,9,September,3,2024,1,0
20240916,2024-09-16,1,Monday,16,9,September,3,2024,0,0
20240917,2024-09-17,2,Tuesday,17,9,September,3,2024,0,0
20240918,2024-09-18,3,Wednesday,18,9,September,3,2024,0,0
20240919,2024-09-19,4,Thursday,19,9,September,3,2024,0,0
20240920,2024-09-20,5,Friday,20,9,September,3,2024,0,0
20240921,2024-09-21,6,Saturday,21,9,September,3,2024,1,0
20240922,2024-09-22,7,Sunday,22,9,September,3,2024,1,0
20240923,2024-09-23,1,Monday,23,9,September,3,2024,0,0
20240924,2024-09-24,2,Tuesday,24,9,September,3,2024,0,0
20240925,2024-09-25,3,Wednesday,25,9,September,3,2024,0,0
20240926,2024-09-26,4,Thursday,26,9,September,3,2024,0,0
20240927,2024-09-27,5,Friday,27,9,September,3,2024,0,0
20240928,2024-09-28,6,Saturday,28,9,September,3,2024,1,0
20240929,2024-09-29,7,Sunday,29,9,September,3,2024,1,0
20240930,2024-09-30,1,Monday,30,9,September,3,2024,0,0
20241001,2024-10-01,2,Tuesday,1,10,October,4,2024,0,0
20241002,2024-10-02,3,Wednesday,2,10,October,4,2024,0,0
20241003,2024-10-03,4,Thursday,3,10,October,4,2024,0,0
20241004,2024-10-04,5,Friday,4,10,October,4,2024,0,0
20241005,2024-10-05,6,Saturday,5,10,October,4,2024,1,0
20241006,2024-10-06,7,Sunday,6,10,October,4,2024,1,0
20241007,2024-10-07,1,Monday,7,10,October,4,2024,0,0
20241008,2024-10-08,2,Tuesday,8,10,October,4,2024,0,0
20241009,2024-10-09,3,Wednesday,9,10,October,4,2024,0,0
20241010,2024-10-10,4,Thursday,10,10,October,4,2024,0,0
20241011,2024-10-11,5,Friday,11,10,October,4,2024,0,0
20241012,2024-10-12,6,Saturday,12,10,October,4,2024,1,0
20241013,2024-10-13,7,Sunday,13,10,October,4,2024,1,0
20241014,2024-10-14,1,Monday,14,10,October,4,2024,0,0
20241015,2024-10-15,2,Tuesday,15,10,October,4,2024,0,0
20241016,2024-10-16,3,Wednesday,16,10,October,4,2024,0,0
20241017,2024-10-17,4,Thursday,17,10,October,4,2024,0,0
20241018,2024-10-18,5,Friday,18,10,October,4,2024,0,0
20241019,2024-10-19,6,Saturday,19,10,October,4,2024,1,0
20241020,2024-10-20,7,Sunday,20,10,October,4,2024,1,0
