product_id,sku,product_name,category,subcategory,brand,unit_cost,unit_price,is_active
96,SKU-BEA-000096,Apex Cosmetics Model-097,Beauty & Care,Cosmetics,Apex,73.62,121.01,1
97,SKU-HOM-000097,Nova Cookware Model-098,Home & Kitchen,Cookware,Nova,305.79,654.65,1
98,SKU-BEA-000098,Vortex Haircare Model-099,Beauty & Care,Haircare,Vortex,92.05,137,1
99,SKU-GRO-000099,Zenith Snacks Model-100,Grocery & Pantry,Snacks,Zenith,292.62,575.54,1
100,SKU-SPO-000100,Prism Camping & Hiking Model-101,Sports & Outdoors,Camping & Hiking,Prism,173.57,256.42,1
101,SKU-AUT-000101,Vortex Car Care Model-102,Automotive,Car Care,Vortex,54.26,131.26,1
102,SKU-AUT-000102,Apex Interior Accessories Model-103,Automotive,Interior Accessories,Apex,175.5,282.51,1
103,SKU-GRO-000103,Velocity Condiments Model-104,Grocery & Pantry,Condiments,Velocity,33.03,49.85,1
104,SKU-AUT-000104,Horizon Oils & Fluids Model-105,Automotive,Oils & Fluids,Horizon,187.1,281.7,1
105,SKU-SPO-000105,Lumina Camping & Hiking Model-106,Sports & Outdoors,Camping & Hiking,Lumina,141.27,234.46,1
106,SKU-TOY-000106,Prism Educational Toys Model-107,Toys & Games,Educational Toys,Prism,192.89,345.93,1
107,SKU-ELE-000107,Nova Smartphones Model-108,Electronics,Smartphones,Nova,448.5,773.33,1
108,SKU-ELE-000108,Vortex Accessories Model-109,Electronics,Accessories,Vortex,384.56,615.37,1
109,SKU-APP-000109,Sol Sportswear Model-110,Apparel,Sportswear,Sol,164.4,367.5,1
110,SKU-APP-000110,Horizon Outerwear Model-111,Apparel,Outerwear,Horizon,207.18,429.53,1
111,SKU-BEA-000111,Titan Skincare Model-112,Beauty & Care,Skincare,Titan,117.16,227.44,1
112,SKU-AUT-000112,Apex Oils & Fluids Model-113,Automotive,Oils & Fluids,Apex,424.13,621.19,1
113,SKU-APP-000113,Apex Men's Clothing Model-114,Apparel,Men's Clothing,Apex,24.03,35.4,1
114,SKU-TOY-000114,Nova Action Figures Model-115,Toys & Games,Action Figures,Nova,279.89,693.87,0
115,SKU-TOY-000115,Apex Board Games Model-116,Toys & Games,Board Games,Apex,272.16,496.04,1
116,SKU-ELE-000116,Matrix Smart Home Model-117,Electronics,Smart Home,Matrix,197.51,252.7,1
117,SKU-SPO-000117,Horizon Fitness Gear Model-118,Sports & Outdoors,Fitness Gear,Horizon,120.78,246.88,1
118,SKU-APP-000118,Prism Outerwear Model-119,Apparel,Outerwear,Prism,360.66,793.6,1
119,SKU-AUT-000119,Velocity Car Care Model-120,Automotive,Car Care,Velocity,303.79,689.31,1
120,SKU-SPO-000120,Sol Camping & Hiking Model-121,Sports & Outdoors,Camping & Hiking,Sol,399.75,524.08,1
121,SKU-HOM-000121,Matrix Bedding Model-122,Home & Kitchen,Bedding,Matrix,272.95,361.27,1
122,SKU-APP-000122,Pulse Women's Clothing Model-123,Apparel,Women's Clothing,Pulse,410.78,544.54,1
123,SKU-BEA-000123,Echo Cosmetics Model-124,Beauty & Care,Cosmetics,Echo,312.93,690.68,1
124,SKU-APP-000124,Lumina Accessories Model-125,Apparel,Accessories,Lumina,193.97,397.47,1
125,SKU-BEA-000125,Matrix Fragrances Model-126,Beauty & Care,Fragrances,Matrix,300.72,593.95,1
126,SKU-TOY-000126,Apex Action Figures Model-127,Toys & Games,Action Figures,Apex,155.32,246.18,1
127,SKU-GRO-000127,Vortex Snacks Model-128,Grocery & Pantry,Snacks,Vortex,131.28,290.92,0
128,SKU-AUT-000128,Lumina Interior Accessories Model-129,Automotive,Interior Accessories,Lumina,262.09,623.84,1
129,SKU-TOY-000129,Matrix Action Figures Model-130,Toys & Games,Action Figures,Matrix,425.42,553.19,0
130,SKU-HOM-000130,Matrix Bedding Model-131,Home & Kitchen,Bedding,Matrix,349.98,688.47,1
131,SKU-GRO-000131,Lumina Snacks Model-132,Grocery & Pantry,Snacks,Lumina,362.06,717.11,1
132,SKU-AUT-000132,Matrix Interior Accessories Model-133,Automotive,Interior Accessories,Matrix,404.86,884.93,1
133,SKU-TOY-000133,Horizon Educational Toys Model-134,Toys & Games,Educational Toys,Horizon,335.02,473.01,1
134,SKU-BEA-000134,Matrix Cosmetics Model-135,Beauty & Care,Cosmetics,Matrix,20.96,35.96,0
135,SKU-AUT-000135,Titan Interior Accessories Model-136,Automotive,Interior Accessories,Titan,147.82,275.77,1
136,SKU-TOY-000136,Aura Outdoor Toys Model-137,Toys & Games,Outdoor Toys,Aura,197.61,460.32,1
137,SKU-TOY-000137,Titan Puzzles Model-138,Toys & Games,Puzzles,Titan,335.65,476.54,1
138,SKU-APP-000138,Zenith Footwear Model-139,Apparel,Footwear,Zenith,299.73,738.11,1
139,SKU-AUT-000139,Prism Interior Accessories Model-140,Automotive,Interior Accessories,Prism,132.68,235.56,1
140,SKU-TOY-000140,Horizon Puzzles Model-141,Toys & Games,Puzzles,Horizon,137.09,298.95,1
141,SKU-AUT-000141,Echo Oils & Fluids Model-142,Automotive,Oils & Fluids,Echo,312.63,394.21,1
142,SKU-APP-000142,Lumina Footwear Model-143,Apparel,Footwear,Lumina,227.14,313.56,1
143,SKU-TOY-000143,Lumina Outdoor Toys Model-144,Toys & Games,Outdoor Toys,Lumina,119.64,205.83,1
144,SKU-AUT-000144,Vortex Oils & Fluids Model-145,Automotive,Oils & Fluids,Vortex,194.36,274.48,1
145,SKU-HOM-000145,Apex Storage Model-146,Home & Kitchen,Storage,Apex,225.99,528.49,1
146,SKU-BEA-000146,Lumina Fragrances Model-147,Beauty & Care,Fragrances,Lumina,167.49,402.1,1
147,SKU-ELE-000147,Horizon Smartphones Model-148,Electronics,Smartphones,Horizon,37.26,78.55,1
148,SKU-HOM-000148,Lumina Decor Model-149,Home & Kitchen,Decor,Lumina,100.2,188.55,1
149,SKU-HOM-000149,Horizon Storage Model-150,Home & Kitchen,Storage,Horizon,62.03,102.13,1
150,SKU-GRO-000150,Echo Beverages Model-151,Grocery & Pantry,Beverages,Echo,72.91,166.74,1
151,SKU-ELE-000151,Lumina Accessories Model-152,Electronics,Accessories,Lumina,163.44,250.8,1
152,SKU-ELE-000152,Nova Smart Home Model-153,Electronics,Smart Home,Nova,404.61,754.4,1
153,SKU-AUT-000153,Sol Interior Accessories Model-154,Automotive,Interior Accessories,Sol,25.15,47.09,1
154,SKU-SPO-000154,Summit Camping & Hiking Model-155,Sports & Outdoors,Camping & Hiking,Summit,28.94,49.97,0
155,SKU-GRO-000155,Nova Breakfast Model-156,Grocery & Pantry,Breakfast,Nova,117.53,292.9,0
156,SKU-TOY-000156,Apex Board Games Model-157,Toys & Games,Board Games,Apex,247.04,597.74,1
157,SKU-ELE-000157,Apex Laptops Model-158,Electronics,Laptops,Apex,225.5,540.64,1
158,SKU-GRO-000158,Horizon Organic Foods Model-159,Grocery & Pantry,Organic Foods,Horizon,11.06,25.89,1
159,SKU-TOY-000159,Pulse Puzzles Model-160,Toys & Games,Puzzles,Pulse,316.31,407.44,1
160,SKU-ELE-000160,Prism Smartphones Model-161,Electronics,Smartphones,Prism,195.32,450.99,1
161,SKU-HOM-000161,Vortex Cookware Model-162,Home & Kitchen,Cookware,Vortex,192.49,258.48,1
162,SKU-TOY-000162,Echo Board Games Model-163,Toys & Games,Board Games,Echo,121.93,199.25,1
163,SKU-TOY-000163,Sol Board Games Model-164,Toys & Games,Board Games,Sol,339.59,790.86,1
164,SKU-GRO-000164,Vortex Condiments Model-165,Grocery & Pantry,Condiments,Vortex,442.42,777.78,1
165,SKU-GRO-000165,Matrix Organic Foods Model-166,Grocery & Pantry,Organic Foods,Matrix,166.11,267.9,1
166,SKU-BEA-000166,Nova Haircare Model-167,Beauty & Care,Haircare,Nova,259.36,570.01,0
167,SKU-TOY-000167,Zenith Educational Toys Model-168,Toys & Games,Educational Toys,Zenith,159.43,308.2,1
168,SKU-BEA-000168,Sol Fragrances Model-169,Beauty & Care,Fragrances,Sol,8.21,13.82,1
169,SKU-HOM-000169,Zenith Furniture Model-170,Home & Kitchen,Furniture,Zenith,421.29,758.74,1
170,SKU-HOM-000170,Aura Storage Model-171,Home & Kitchen,Storage,Aura,241.52,599.13,1
171,SKU-TOY-000171,Nova Educational Toys Model-172,Toys & Games,Educational Toys,Nova,196.94,298.74,1
172,SKU-AUT-000172,Apex Interior Accessories Model-173,Automotive,Interior Accessories,Apex,393.11,857.56,1
173,SKU-BEA-000173,Apex Haircare Model-174,Beauty & Care,Haircare,Apex,212.86,274.49,1
174,SKU-HOM-000174,Matrix Storage Model-175,Home & Kitchen,Storage,Matrix,95.36,172.72,1
175,SKU-ELE-000175,Nova Audio & Headphones Model-176,Electronics,Audio & Headphones,Nova,127.79,175.85,1
176,SKU-TOY-000176,Summit Outdoor Toys Model-177,Toys & Games,Outdoor Toys,Summit,425.42,623.57,1
177,SKU-AUT-000177,Sol Interior Accessories Model-178,Automotive,Interior Accessories,Sol,139.39,197.88,1
178,SKU-BEA-000178,Nova Personal Care Model-179,Beauty & Care,Personal Care,Nova,274.81,569.39,1
179,SKU-HOM-000179,Velocity Small Appliances Model-180,Home & Kitchen,Small Appliances,Velocity,166.01,247.61,1
180,SKU-SPO-000180,Summit Cycling Model-181,Sports & Outdoors,Cycling,Summit,167.32,282.81,0
181,SKU-GRO-000181,Echo Organic Foods Model-182,Grocery & Pantry,Organic Foods,Echo,141.13,342.97,1
182,SKU-BEA-000182,Apex Fragrances Model-183,Beauty & Care,Fragrances,Apex,198.98,274.91,0
183,SKU-AUT-000183,Horizon Interior Accessories Model-184,Automotive,Interior Accessories,Horizon,370.88,789.59,1
184,SKU-HOM-000184,Prism Storage Model-185,Home & Kitchen,Storage,Prism,290.66,476.39,1
185,SKU-BEA-000185,Pulse Skincare Model-186,Beauty & Care,Skincare,Pulse,37.43,67.98,1
186,SKU-HOM-000186,Nova Bedding Model-187,Home & Kitchen,Bedding,Nova,181.58,386.87,1
187,SKU-APP-000187,Prism Outerwear Model-188,Apparel,Outerwear,Prism,443.25,572.48,1
188,SKU-APP-000188,Velocity Men's Clothing Model-189,Apparel,Men's Clothing,Velocity,256.83,447.03,1
189,SKU-GRO-000189,Titan Condiments Model-190,Grocery & Pantry,Condiments,Titan,80.14,103.04,1
190,SKU-APP-000190,Vortex Accessories Model-191,Apparel,Accessories,Vortex,117.19,253.61,1
191,SKU-BEA-000191,Nova Haircare Model-192,Beauty & Care,Haircare,Nova,213.46,439.84,1
192,SKU-GRO-000192,Nova Snacks Model-193,Grocery & Pantry,Snacks,Nova,137.95,192.99,1
193,SKU-GRO-000193,Vortex Canned Goods Model-194,Grocery & Pantry,Canned Goods,Vortex,348.94,615.13,1
194,SKU-TOY-000194,Horizon Action Figures Model-195,Toys & Games,Action Figures,Horizon,62.4,89.75,1
195,SKU-HOM-000195,Titan Cookware Model-196,Home & Kitchen,Cookware,Titan,383.41,768,1
196,SKU-GRO-000196,Pulse Breakfast Model-197,Grocery & Pantry,Breakfast,Pulse,242.36,510.05,1
197,SKU-TOY-000197,Prism Action Figures Model-198,Toys & Games,Action Figures,Prism,438.66,970.96,1
198,SKU-TOY-000198,Velocity Outdoor Toys Model-199,Toys & Games,Outdoor Toys,Velocity,401.3,712.88,1
199,SKU-APP-000199,Horizon Footwear Model-200,Apparel,Footwear,Horizon,375.48,571.45,1
200,SKU-ELE-000200,Pulse Laptops Model-201,Electronics,Laptops,Pulse,330.32,655.05,1
201,SKU-AUT-000201,Velocity Tools & Equipment Model-202,Automotive,Tools & Equipment,Velocity,69.11,116.35,0
202,SKU-GRO-000202,Velocity Condiments Model-203,Grocery & Pantry,Condiments,Velocity,89.85,197.49,1
203,SKU-TOY-000203,Sol Action Figures Model-204,Toys & Games,Action Figures,Sol,87.29,167.67,1
204,SKU-AUT-000204,Velocity Interior Accessories Model-205,Automotive,Interior Accessories,Velocity,87.69,121.27,1
205,SKU-TOY-000205,Pulse Outdoor Toys Model-206,Toys & Games,Outdoor Toys,Pulse,298.32,703.83,1
206,SKU-TOY-000206,Titan Board Games Model-207,Toys & Games,Board Games,Titan,353.67,453.77,1
207,SKU-SPO-000207,Aura Team Sports Model-208,Sports & Outdoors,Team Sports,Aura,331.97,781.57,1
208,SKU-SPO-000208,Velocity Cycling Model-209,Sports & Outdoors,Cycling,Velocity,52.37,130.9,1
209,SKU-SPO-000209,Titan Cycling Model-210,Sports & Outdoors,Cycling,Titan,370.96,694.44,1
210,SKU-SPO-000210,Vortex Fitness Gear Model-211,Sports & Outdoors,Fitness Gear,Vortex,63.76,97.3,1
211,SKU-AUT-000211,Sol Interior Accessories Model-212,Automotive,Interior Accessories,Sol,81.6,172.02,1
212,SKU-HOM-000212,Apex Storage Model-213,Home & Kitchen,Storage,Apex,203.4,386.02,1
213,SKU-AUT-000213,Matrix Car Care Model-214,Automotive,Car Care,Matrix,362.59,827.32,1
214,SKU-SPO-000214,Aura Water Sports Model-215,Sports & Outdoors,Water Sports,Aura,374.52,524.16,1
215,SKU-TOY-000215,Sol Puzzles Model-216,Toys & Games,Puzzles,Sol,81.08,150.94,1
216,SKU-TOY-000216,Lumina Puzzles Model-217,Toys & Games,Puzzles,Lumina,231.52,342.93,1
217,SKU-ELE-000217,Vortex Smartphones Model-218,Electronics,Smartphones,Vortex,360.56,725.76,1
218,SKU-ELE-000218,Zenith Accessories Model-219,Electronics,Accessories,Zenith,442.92,634.54,1
219,SKU-ELE-000219,Prism Smart Home Model-220,Electronics,Smart Home,Prism,107.31,179.65,1
220,SKU-HOM-000220,Aura Small Appliances Model-221,Home & Kitchen,Small Appliances,Aura,241.82,500.4,1
221,SKU-BEA-000221,Pulse Fragrances Model-222,Beauty & Care,Fragrances,Pulse,301.74,507.49,1
222,SKU-BEA-000222,Echo Personal Care Model-223,Beauty & Care,Personal Care,Echo,376.1,800.43,1
223,SKU-AUT-000223,Velocity Car Care Model-224,Automotive,Car Care,Velocity,125.38,213.99,1
224,SKU-BEA-000224,Lumina Fragrances Model-225,Beauty & Care,Fragrances,Lumina,294.99,660.09,1
225,SKU-SPO-000225,Nova Cycling Model-226,Sports & Outdoors,Cycling,Nova,280.42,448.84,1
226,SKU-APP-000226,Echo Outerwear Model-227,Apparel,Outerwear,Echo,439.91,621.98,1
227,SKU-TOY-000227,Nova Puzzles Model-228,Toys & Games,Puzzles,Nova,78.25,130.12,1
228,SKU-TOY-000228,Horizon Board Games Model-229,Toys & Games,Board Games,Horizon,428.9,733.75,0
229,SKU-ELE-000229,Titan Smart Home Model-230,Electronics,Smart Home,Titan,11.33,21.06,1
230,SKU-GRO-000230,Pulse Organic Foods Model-231,Grocery & Pantry,Organic Foods,Pulse,119.2,165.8,1
231,SKU-AUT-000231,Echo Car Care Model-232,Automotive,Car Care,Echo,152.45,242.32,0
232,SKU-SPO-000232,Sol Fitness Gear Model-233,Sports & Outdoors,Fitness Gear,Sol,436.31,1052.28,1
233,SKU-APP-000233,Pulse Footwear Model-234,Apparel,Footwear,Pulse,397.64,686.38,1
234,SKU-TOY-000234,Apex Puzzles Model-235,Toys & Games,Puzzles,Apex,57.34,130.5,1
235,SKU-HOM-000235,Lumina Bedding Model-236,Home & Kitchen,Bedding,Lumina,144.84,254.87,1
236,SKU-GRO-000236,Nova Snacks Model-237,Grocery & Pantry,Snacks,Nova,314.92,618.46,0
237,SKU-ELE-000237,Pulse Audio & Headphones Model-238,Electronics,Audio & Headphones,Pulse,36.7,70.19,1
238,SKU-AUT-000238,Apex Interior Accessories Model-239,Automotive,Interior Accessories,Apex,97.2,174.1,1
239,SKU-APP-000239,Prism Outerwear Model-240,Apparel,Outerwear,Prism,103.24,212.68,1
240,SKU-SPO-000240,Matrix Team Sports Model-241,Sports & Outdoors,Team Sports,Matrix,135.29,231.4,0
241,SKU-HOM-000241,Lumina Cookware Model-242,Home & Kitchen,Cookware,Lumina,224.96,408.34,1
242,SKU-BEA-000242,Prism Fragrances Model-243,Beauty & Care,Fragrances,Prism,388.39,672.07,1
243,SKU-GRO-000243,Nova Beverages Model-244,Grocery & Pantry,Beverages,Nova,114.72,275.53,1
244,SKU-TOY-000244,Apex Puzzles Model-245,Toys & Games,Puzzles,Apex,343.11,574.47,1
245,SKU-SPO-000245,Horizon Team Sports Model-246,Sports & Outdoors,Team Sports,Horizon,69.39,137.66,1
246,SKU-GRO-000246,Apex Canned Goods Model-247,Grocery & Pantry,Canned Goods,Apex,434.82,1035.8,1
247,SKU-ELE-000247,Sol Wearables Model-248,Electronics,Wearables,Sol,420.58,781.13,1
248,SKU-SPO-000248,Nova Fitness Gear Model-249,Sports & Outdoors,Fitness Gear,Nova,344.25,788.96,1
249,SKU-AUT-000249,Matrix Interior Accessories Model-250,Automotive,Interior Accessories,Matrix,290.91,574.28,1
250,SKU-APP-000250,Matrix Sportswear Model-251,Apparel,Sportswear,Matrix,13.6,28.94,1
251,SKU-GRO-000251,Matrix Canned Goods Model-252,Grocery & Pantry,Canned Goods,Matrix,99.73,241.56,1
252,SKU-BEA-000252,Prism Cosmetics Model-253,Beauty & Care,Cosmetics,Prism,64.55,128.88,1
253,SKU-ELE-000253,Velocity Smart Home Model-254,Electronics,Smart Home,Velocity,262.58,556.63,1
254,SKU-HOM-000254,Summit Storage Model-255,Home & Kitchen,Storage,Summit,197.87,471.42,1
