location_id,location_name,location_type,region,city,state,postal_code,square_feet,opened_date
129,Store #0129 - Washington,Store,West,Washington,DC,20001,44028,2022-01-26
130,Store #0130 - Phoenix,Store,West,Phoenix,AZ,85001,98903,2022-02-01
131,Store #0131 - Sacramento,Store,Midwest,Sacramento,CA,95801,7685,2017-04-13
132,Store #0132 - Mesa,Store,Midwest,Mesa,AZ,85201,113078,2020-04-06
133,Store #0133 - New York,Store,South,New York,NY,10001,13001,2023-04-22
134,Store #0134 - Colorado Springs,Store,Midwest,Colorado Springs,CO,80901,92286,2018-05-04
135,Store #0135 - Jacksonville,Store,South,Jacksonville,FL,32201,30016,2022-09-04
136,Store #0136 - Columbus,Store,Midwest,Columbus,OH,43201,10370,2015-11-18
137,Store #0137 - Charlotte,Store,South,Charlotte,NC,28201,29250,2022-03-28
138,Store #0138 - Omaha,Store,West,Omaha,NE,68101,68386,2014-08-27
139,Store #0139 - Dallas,Store,Midwest,Dallas,TX,75201,26124,2023-01-13
140,Store #0140 - San Diego,Store,West,San Diego,CA,92101,19920,2018-07-24
141,Store #0141 - Colorado Springs,Store,West,Colorado Springs,CO,80901,103487,2014-08-09
142,Store #0142 - San Diego,Store,North,San Diego,CA,92101,57477,2021-08-15
143,Store #0143 - Fresno,Store,East,Fresno,CA,93701,69519,2022-10-06
144,Store #0144 - Colorado Springs,Store,Midwest,Colorado Springs,CO,80901,44783,2022-01-16
145,Store #0145 - San Jose,Store,West,San Jose,CA,95101,5671,2018-09-09
146,Store #0146 - Philadelphia,Store,West,Philadelphia,PA,19101,101385,2021-12-14
147,Store #0147 - Milwaukee,Store,Midwest,Milwaukee,WI,53201,13252,2022-02-22
148,Store #0148 - San Diego,Store,Midwest,San Diego,CA,92101,8698,2019-07-28
149,Store #0149 - Phoenix,Store,South,Phoenix,AZ,85001,83855,2023-01-22
150,Store #0150 - Phoenix,Store,East,Phoenix,AZ,85001,100873,2020-07-14
151,Store #0151 - Indianapolis,Store,North,Indianapolis,IN,46201,93711,2020-10-31
152,Store #0152 - Fresno,Store,East,Fresno,CA,93701,107010,2017-12-02
153,Store #0153 - Milwaukee,Store,East,Milwaukee,WI,53201,102562,2022-02-12
154,Store #0154 - Denver,Store,Midwest,Denver,CO,80201,119949,2022-11-13
155,Store #0155 - San Jose,Store,East,San Jose,CA,95101,6052,2016-05-12
156,Store #0156 - New York,Store,South,New York,NY,10001,109489,2014-12-10
157,Store #0157 - Atlanta,Store,North,Atlanta,GA,30301,63220,2023-03-18
158,Store #0158 - Memphis,Store,West,Memphis,TN,38101,70091,2017-03-13
159,Store #0159 - Oklahoma City,Store,West,Oklahoma City,OK,73101,92565,2014-07-25
160,Store #0160 - Fort Worth,Store,East,Fort Worth,TX,76101,59928,2022-08-17
161,Store #0161 - Sacramento,Store,East,Sacramento,CA,95801,59037,2015-08-03
162,Store #0162 - Raleigh,Store,East,Raleigh,NC,27601,79090,2016-10-08
163,Store #0163 - Denver,Store,South,Denver,CO,80201,93714,2015-07-27
164,Store #0164 - Albuquerque,Store,West,Albuquerque,NM,87101,116302,2014-12-19
165,Store #0165 - Dallas,Store,North,Dallas,TX,75201,115701,2019-05-22
166,Store #0166 - Portland,Store,East,Portland,OR,97201,58569,2013-11-14
167,Store #0167 - Houston,Store,East,Houston,TX,77001,17402,2016-05-20
168,Store #0168 - Fort Worth,Store,North,Fort Worth,TX,76101,74405,2018-06-29
169,Store #0169 - Washington,Store,North,Washington,DC,20001,22062,2018-08-17
170,Store #0170 - Dallas,Store,East,Dallas,TX,75201,60267,2021-07-11
171,Store #0171 - Boston,Store,North,Boston,MA,02101,60451,2015-09-30
172,Store #0172 - Sacramento,Store,South,Sacramento,CA,95801,19744,2015-08-11
173,Store #0173 - New York,Store,South,New York,NY,10001,31327,2013-12-24
174,Store #0174 - Philadelphia,Store,East,Philadelphia,PA,19101,5254,2021-07-30
175,Store #0175 - Chicago,Store,East,Chicago,IL,60601,72923,2017-08-23
176,Store #0176 - Baltimore,Store,North,Baltimore,MD,21201,24116,2022-04-06
177,Store #0177 - Houston,Store,East,Houston,TX,77001,36218,2018-07-13
178,Store #0178 - New York,Store,North,New York,NY,10001,7742,2018-08-30
179,Store #0179 - Nashville,Store,East,Nashville,TN,37201,39148,2020-04-23
180,Store #0180 - Tucson,Store,South,Tucson,AZ,85701,91748,2020-11-08
181,Store #0181 - Colorado Springs,Store,East,Colorado Springs,CO,80901,42761,2016-06-06
182,Store #0182 - Fresno,Store,West,Fresno,CA,93701,36396,2015-12-24
183,Store #0183 - El Paso,Store,East,El Paso,TX,79901,69152,2022-07-30
184,Store #0184 - El Paso,Store,Midwest,El Paso,TX,79901,16979,2019-02-08
185,Store #0185 - Omaha,Store,East,Omaha,NE,68101,76335,2019-04-14
186,Store #0186 - Las Vegas,Store,East,Las Vegas,NV,89101,79816,2023-03-29
187,Store #0187 - Sacramento,Store,Midwest,Sacramento,CA,95801,69943,2019-07-17
188,Store #0188 - Denver,Store,East,Denver,CO,80201,84724,2019-11-29
189,Store #0189 - Washington,Store,West,Washington,DC,20001,40891,2020-06-13
190,Store #0190 - Austin,Store,North,Austin,TX,78701,32790,2015-08-14
191,Store #0191 - San Diego,Store,Midwest,San Diego,CA,92101,77683,2015-03-08
192,Store #0192 - Colorado Springs,Store,East,Colorado Springs,CO,80901,17707,2015-11-27
193,Store #0193 - Omaha,Store,West,Omaha,NE,68101,64699,2016-10-01
194,Store #0194 - Phoenix,Store,Midwest,Phoenix,AZ,85001,44405,2021-05-12
195,Store #0195 - Charlotte,Store,East,Charlotte,NC,28201,74772,2015-09-11
196,Store #0196 - Omaha,Store,North,Omaha,NE,68101,94792,2019-02-12
197,Store #0197 - New York,Store,North,New York,NY,10001,85055,2018-08-13
198,Store #0198 - San Jose,Store,South,San Jose,CA,95101,116695,2016-01-25
199,Store #0199 - Atlanta,Store,East,Atlanta,GA,30301,29707,2016-09-14
200,Store #0200 - Sacramento,Store,South,Sacramento,CA,95801,101031,2014-08-12
201,Store #0201 - Seattle,Store,East,Seattle,WA,98101,59906,2020-04-22
202,Store #0202 - Charlotte,Store,East,Charlotte,NC,28201,66672,2021-01-25
203,Store #0203 - Houston,Store,North,Houston,TX,77001,20149,2022-11-21
204,Store #0204 - Albuquerque,Store,South,Albuquerque,NM,87101,51319,2020-03-03
205,Store #0205 - Seattle,Store,Midwest,Seattle,WA,98101,82414,2018-06-03
206,Store #0206 - Los Angeles,Store,North,Los Angeles,CA,90001,75717,2022-08-19
207,Store #0207 - Mesa,Store,Midwest,Mesa,AZ,85201,64181,2019-01-14
208,Store #0208 - Chicago,Store,South,Chicago,IL,60601,68814,2013-11-24
209,Store #0209 - Milwaukee,Store,Midwest,Milwaukee,WI,53201,16390,2021-03-05
210,Store #0210 - Boston,Store,North,Boston,MA,02101,18862,2015-05-24
211,Store #0211 - San Francisco,Store,Midwest,San Francisco,CA,94101,62810,2018-06-20
212,Store #0212 - Atlanta,Store,Midwest,Atlanta,GA,30301,91535,2017-10-28
213,Store #0213 - Mesa,Store,East,Mesa,AZ,85201,72122,2017-01-05
214,Store #0214 - Detroit,Store,South,Detroit,MI,48201,54553,2018-04-26
215,Store #0215 - Louisville,Store,North,Louisville,KY,40201,18166,2014-09-04
216,Store #0216 - Atlanta,Store,West,Atlanta,GA,30301,37724,2016-02-15
217,Store #0217 - Dallas,Store,East,Dallas,TX,75201,96814,2015-07-26
218,Store #0218 - Phoenix,Store,East,Phoenix,AZ,85001,69748,2016-02-09
219,Store #0219 - Jacksonville,Store,South,Jacksonville,FL,32201,47589,2020-11-14
220,Store #0220 - Atlanta,Store,Midwest,Atlanta,GA,30301,39275,2016-10-03
221,Store #0221 - Omaha,Store,Midwest,Omaha,NE,68101,58316,2019-05-08
222,Store #0222 - Oklahoma City,Store,East,Oklahoma City,OK,73101,9202,2013-11-02
223,Store #0223 - Jacksonville,Store,East,Jacksonville,FL,32201,99421,2017-10-29
224,Store #0224 - Omaha,Store,Midwest,Omaha,NE,68101,74711,2016-11-01
225,Store #0225 - Baltimore,Store,Midwest,Baltimore,MD,21201,6577,2019-05-12
226,Store #0226 - Jacksonville,Store,West,Jacksonville,FL,32201,52862,2015-10-11
227,Store #0227 - Louisville,Store,West,Louisville,KY,40201,117899,2014-11-09
228,Store #0228 - Jacksonville,Store,South,Jacksonville,FL,32201,38697,2019-09-23
229,Store #0229 - Nashville,Store,West,Nashville,TN,37201,80437,2016-01-12
230,Store #0230 - Las Vegas,Store,East,Las Vegas,NV,89101,101903,2017-08-28
231,Store #0231 - Sacramento,Store,East,Sacramento,CA,95801,56340,2015-11-13
232,Store #0232 - Fresno,Store,North,Fresno,CA,93701,37119,2016-04-24
233,Store #0233 - Chicago,Store,North,Chicago,IL,60601,43931,2017-08-22
234,Store #0234 - Sacramento,Store,West,Sacramento,CA,95801,16864,2019-11-11
235,Store #0235 - Raleigh,Store,South,Raleigh,NC,27601,109284,2023-02-12
236,Store #0236 - Kansas City,Store,South,Kansas City,MO,64101,47413,2023-01-19
237,Store #0237 - Austin,Store,West,Austin,TX,78701,10779,2015-11-17
238,Store #0238 - Nashville,Store,South,Nashville,TN,37201,25955,2023-02-22
239,Store #0239 - Las Vegas,Store,South,Las Vegas,NV,89101,78160,2020-02-08
240,Store #0240 - Atlanta,Store,West,Atlanta,GA,30301,8598,2014-10-26
241,Store #0241 - Charlotte,Store,South,Charlotte,NC,28201,71741,2020-04-01
242,Store #0242 - Louisville,Store,South,Louisville,KY,40201,92885,2017-06-06
243,Store #0243 - Baltimore,Store,South,Baltimore,MD,21201,63296,2019-07-31
244,Store #0244 - Colorado Springs,Store,West,Colorado Springs,CO,80901,33380,2020-01-30
245,Store #0245 - Fresno,Store,South,Fresno,CA,93701,83607,2022-04-24
246,Store #0246 - Jacksonville,Store,North,Jacksonville,FL,32201,52026,2015-02-27
247,Store #0247 - Dallas,Store,Midwest,Dallas,TX,75201,89789,2017-11-04
248,Store #0248 - San Diego,Store,North,San Diego,CA,92101,7320,2013-12-24
249,Store #0249 - Los Angeles,Store,South,Los Angeles,CA,90001,101491,2022-12-25
250,Store #0250 - New York,Store,North,New York,NY,10001,92258,2021-09-01
251,Store #0251 - Austin,Store,East,Austin,TX,78701,37534,2017-05-21
252,Store #0252 - Nashville,Store,South,Nashville,TN,37201,55782,2022-12-21
253,Store #0253 - Memphis,Store,West,Memphis,TN,38101,36119,2020-02-12
254,Store #0254 - San Antonio,Store,West,San Antonio,TX,78201,23702,2018-05-08
255,Store #0255 - Columbus,Store,West,Columbus,OH,43201,106846,2018-09-13
256,Store #0256 - Baltimore,Store,Midwest,Baltimore,MD,21201,115774,2021-01-19
257,Store #0257 - Omaha,Store,Midwest,Omaha,NE,68101,60410,2020-06-02
258,Store #0258 - San Antonio,Store,North,San Antonio,TX,78201,12606,2019-03-15
259,Store #0259 - Fresno,Store,Midwest,Fresno,CA,93701,26164,2019-06-30
260,Store #0260 - Los Angeles,Store,East,Los Angeles,CA,90001,21148,2015-12-07
261,Store #0261 - San Diego,Store,South,San Diego,CA,92101,19848,2022-05-07
262,Store #0262 - San Diego,Store,North,San Diego,CA,92101,7617,2019-05-13
263,Store #0263 - Louisville,Store,East,Louisville,KY,40201,114919,2015-03-30
264,Store #0264 - Miami,Store,South,Miami,FL,33101,54722,2017-04-28
265,Store #0265 - Miami,Store,Midwest,Miami,FL,33101,43360,2013-10-20
266,Store #0266 - Phoenix,Store,East,Phoenix,AZ,85001,33424,2018-01-01
267,Store #0267 - Columbus,Store,North,Columbus,OH,43201,41111,2017-02-24
268,Store #0268 - Fresno,Store,North,Fresno,CA,93701,110500,2018-03-22
269,Store #0269 - Colorado Springs,Store,East,Colorado Springs,CO,80901,110956,2019-01-05
270,Store #0270 - Jacksonville,Store,North,Jacksonville,FL,32201,102215,2014-06-18
271,Store #0271 - Memphis,Store,North,Memphis,TN,38101,109314,2014-12-04
272,Store #0272 - Raleigh,Store,Midwest,Raleigh,NC,27601,95664,2023-05-10
273,Store #0273 - Las Vegas,Store,North,Las Vegas,NV,89101,45169,2022-05-21
274,Store #0274 - Indianapolis,Store,South,Indianapolis,IN,46201,31027,2020-06-21
275,Store #0275 - Louisville,Store,East,Louisville,KY,40201,10029,2013-11-18
276,Store #0276 - Detroit,Store,South,Detroit,MI,48201,36737,2020-04-05
277,Store #0277 - Sacramento,Store,Midwest,Sacramento,CA,95801,103056,2022-12-18
278,Store #0278 - Kansas City,Store,Midwest,Kansas City,MO,64101,105541,2022-03-05
279,Store #0279 - El Paso,Store,North,El Paso,TX,79901,51449,2020-07-25
280,Store #0280 - Colorado Springs,Store,East,Colorado Springs,CO,80901,20232,2015-08-11
281,Store #0281 - Oklahoma City,Store,South,Oklahoma City,OK,73101,40628,2020-11-04
282,Store #0282 - Portland,Store,Midwest,Portland,OR,97201,75319,2020-08-20
283,Store #0283 - Milwaukee,Store,North,Milwaukee,WI,53201,109701,2020-05-01
284,Store #0284 - Milwaukee,Store,North,Milwaukee,WI,53201,98310,2014-09-27
285,Store #0285 - Nashville,Store,South,Nashville,TN,37201,94680,2015-01-26
286,Store #0286 - Columbus,Store,West,Columbus,OH,43201,53348,2017-10-02
287,Store #0287 - Oklahoma City,Store,North,Oklahoma City,OK,73101,117942,2022-10-08
288,Store #0288 - San Antonio,Store,Midwest,San Antonio,TX,78201,13463,2021-03-06
289,Store #0289 - Washington,Store,South,Washington,DC,20001,77249,2014-12-16
290,Store #0290 - Charlotte,Store,Midwest,Charlotte,NC,28201,77578,2015-08-07
291,Store #0291 - Albuquerque,Store,Midwest,Albuquerque,NM,87101,58476,2014-04-23
292,Store #0292 - Austin,Store,Midwest,Austin,TX,78701,43990,2021-09-27
293,Store #0293 - Colorado Springs,Store,East,Colorado Springs,CO,80901,40678,2019-11-06
294,Store #0294 - Washington,Store,South,Washington,DC,20001,75779,2020-05-10
295,Store #0295 - San Diego,Store,West,San Diego,CA,92101,66460,2018-12-10
296,Store #0296 - Boston,Store,South,Boston,MA,02101,105125,2019-05-13
297,Store #0297 - Las Vegas,Store,South,Las Vegas,NV,89101,51923,2020-02-29
298,Store #0298 - San Francisco,Store,North,San Francisco,CA,94101,113728,2015-08-02
299,Store #0299 - Austin,Store,West,Austin,TX,78701,64717,2014-08-01
300,Store #0300 - Mesa,Store,West,Mesa,AZ,85201,70561,2021-05-22
301,Store #0301 - Sacramento,Store,West,Sacramento,CA,95801,108885,2014-01-03
302,Store #0302 - Albuquerque,Store,South,Albuquerque,NM,87101,37621,2015-01-23
303,Store #0303 - Chicago,Store,South,Chicago,IL,60601,7475,2013-11-13
304,Store #0304 - Sacramento,Store,East,Sacramento,CA,95801,83856,2020-06-12
305,Store #0305 - Columbus,Store,North,Columbus,OH,43201,92208,2021-04-07
306,Store #0306 - Boston,Store,West,Boston,MA,02101,31875,2017-02-01
307,Store #0307 - San Jose,Store,South,San Jose,CA,95101,39937,2022-06-03
308,Store #0308 - Denver,Store,South,Denver,CO,80201,29020,2015-02-02
309,Store #0309 - Fresno,Store,North,Fresno,CA,93701,50974,2022-06-19
310,Store #0310 - San Francisco,Store,Midwest,San Francisco,CA,94101,88513,2017-02-23
311,Store #0311 - New York,Store,East,New York,NY,10001,108066,2021-08-24
312,Store #0312 - Washington,Store,North,Washington,DC,20001,73480,2017-12-05
313,Store #0313 - Detroit,Store,North,Detroit,MI,48201,107922,2021-03-30
314,Store #0314 - El Paso,Store,North,El Paso,TX,79901,113132,2014-04-05
315,Store #0315 - Fort Worth,Store,West,Fort Worth,TX,76101,43842,2021-12-05
316,Store #0316 - Seattle,Store,West,Seattle,WA,98101,44396,2021-03-18
317,Store #0317 - Colorado Springs,Store,North,Colorado Springs,CO,80901,38583,2018-12-04
318,Store #0318 - Las Vegas,Store,Midwest,Las Vegas,NV,89101,10775,2016-10-10
319,Store #0319 - Las Vegas,Store,East,Las Vegas,NV,89101,68972,2014-09-28
320,Store #0320 - Albuquerque,Store,West,Albuquerque,NM,87101,70225,2018-02-11
321,Store #0321 - Omaha,Store,East,Omaha,NE,68101,90969,2019-11-30
322,Store #0322 - Chicago,Store,West,Chicago,IL,60601,18527,2023-05-05
323,Store #0323 - Kansas City,Store,North,Kansas City,MO,64101,54832,2017-08-17
324,Store #0324 - Columbus,Store,East,Columbus,OH,43201,88687,2014-11-16
325,Store #0325 - Austin,Store,Midwest,Austin,TX,78701,57172,2015-05-27
326,Store #0326 - Denver,Store,East,Denver,CO,80201,102644,2015-01-26
327,Store #0327 - San Jose,Store,East,San Jose,CA,95101,94004,2018-06-22
328,Store #0328 - Denver,Store,East,Denver,CO,80201,86826,2022-04-14
329,Store #0329 - Sacramento,Store,South,Sacramento,CA,95801,72580,2015-11-03
330,Store #0330 - Fort Worth,Store,East,Fort Worth,TX,76101,38413,2014-07-09
331,Store #0331 - Charlotte,Store,Midwest,Charlotte,NC,28201,37871,2016-01-23
332,Store #0332 - Louisville,Store,South,Louisville,KY,40201,60729,2022-03-09
333,Store #0333 - Sacramento,Store,North,Sacramento,CA,95801,50409,2018-09-23
334,Store #0334 - El Paso,Store,South,El Paso,TX,79901,17572,2017-07-07
335,Store #0335 - Mesa,Store,North,Mesa,AZ,85201,40015,2021-05-13
